Old_id	Gene_id
PFE0280c	PF3D7_0505700
PF02_0196	PF3D7_0220900
PFB0946c	PF3D7_0220900
PFI0945w	PF3D7_0919300
MAL5P1.106	PF3D7_0510500
PFE0520c	PF3D7_0510500
MAL13P1.141	PF3D7_1326000
PF11_0289	PF3D7_1127800
PF14_0623	PF3D7_1465600
PF14_0624	PF3D7_1465600
PF02_0032	PF3D7_0203400
PFB0161c	PF3D7_0203400
MAL5P1.120	PF3D7_0512000
PFE0595w	PF3D7_0512000
2270.t00100	PF3D7_0621000
MAL6P1.217	PF3D7_0621000
PFF1015w	PF3D7_0621000
PF11_0426	PF3D7_1141500
PFI1280c	PF3D7_0926100
PF10_0126	PF3D7_1012900
PF08_0135	PF3D7_0801500
MAL3P2.31	PF3D7_0307400
PFC0310c	PF3D7_0307400
PF02_0189	PF3D7_0220200
PFB0921c	PF3D7_0220200
MAL5P1.36	PF3D7_0503600
PFE0175c	PF3D7_0503600
MAL7P1.6	PF3D7_0702000
2270.t00001	PF3D7_0600100
MAL6P1.317	PF3D7_0600100
PFF0005c	PF3D7_0600100
MAL8P1.103	PF3D7_0811400
2277.t00520	PF3D7_1254100
MAL12P1.517	PF3D7_1254100
PFL2610w	PF3D7_1254100
MAL8P1.20	PF3D7_0826900
MAL1P1.2	PF3D7_0101100
PFA0055c	PF3D7_0101100
2277.t00236	PF3D7_1224500
MAL12P1.236	PF3D7_1224500
PFL1180w	PF3D7_1224500
MAL1P3.02	PF3D7_0112100
PFA0585w	PF3D7_0112100
PFI1785w	PF3D7_0936900
PFI0995w	PF3D7_0920300
PFI1460c	PF3D7_0929800,PF3D7_0929700
PF02_0161	PF3D7_0217100
PFB0795w	PF3D7_0217100
PF10_0073	PF3D7_1007500,PF3D7_1007400
PF10_0073a	PF3D7_1007500
MAL4P2.58	PF3D7_0412700
PFD0625c	PF3D7_0412700
2277.t00297	PF3D7_1230800
MAL12P1.297	PF3D7_1230800
PFL1485w	PF3D7_1230800
MAL3P7.13	PF3D7_0320900
PFC0920w	PF3D7_0320900
2270.t00311	PF3D7_0631600
MAL6P1.13	PF3D7_0631600
PFF1535w	PF3D7_0631600
MAL4P1.158	PF3D7_0416900
PFD0815c	PF3D7_0416900
PFD0815c:exon:2	PF3D7_0416900
PF10_0115	PF3D7_1011800
PF11_0418	PF3D7_1140700
PF11_0196	PF3D7_1118900
PF10_0188	PF3D7_1019500
PF3D7_1019500.1	PF3D7_1019500
PF3D7_1019500.2	PF3D7_1019500
PF02_0140	PF3D7_0214900
PFB0680w	PF3D7_0214900
PF10_0325	PF3D7_1033400
2277.t00109	PF3D7_1210900
MAL12P1.108	PF3D7_1210900
PFL0540w	PF3D7_1210900
PF14_0743	PF3D7_1477200
2270.t00152	PF3D7_0626500
MAL6P1.163	PF3D7_0626500
PFF1285w	PF3D7_0626500
PF10_0320	PF3D7_1032800,PF3D7_1032900
PF10_0320a	PF3D7_1032800
PF10_0129	PF3D7_1013200
PF14_0365	PF3D7_1438600
PFI0500w	PF3D7_0910300
MAL1P2.24	PF3D7_0109700
PFA0475c	PF3D7_0109700
PF13_0275	PF3D7_1353100
MAL13P1.218	PF3D7_1343600
2277.t00504	PF3D7_1252600
MAL12P1.501	PF3D7_1252600
PFL2530w	PF3D7_1252600
2277.t00247	PF3D7_1225600
MAL12P1.247	PF3D7_1225600
PFL1235c	PF3D7_1225600
MAL5P1.177	PF3D7_0517700
PFE0885w	PF3D7_0517700
PF10_0273	PF3D7_1027900
PF10_0127	PF3D7_1013000
MAL4P1.123	PF3D7_0413200
PFD0640c	PF3D7_0413200
MAL8P1.78	PF3D7_0816500
MAL13P1.201	PF3D7_1339600
PFI0960w	PF3D7_0919600
PFI1475w	PF3D7_0930300
MAL5P1.214	PF3D7_0521300
PFE1070c	PF3D7_0521300
PF10_0254	PF3D7_1025900
PF10_0255	PF3D7_1025900
PF10_0256	PF3D7_1025900
PF13_0216	PF3D7_1339400
2277.t00140	PF3D7_1214300,PF3D7_1214400
MAL12P1.139	PF3D7_1214300,PF3D7_1214400
PFL0692c	PF3D7_1214300
PFL0695c	PF3D7_1214300,PF3D7_1214400
MAL3P2.17	PF3D7_0305300
PFC0240c	PF3D7_0305300
PF14_0506a	PF3D7_1453300
PF14_0097	PF3D7_1409900
PF11_0252	PF3D7_1124100
MAL4P1.146	PF3D7_0415600
PFD0755c	PF3D7_0415600
PFL2282c	PF3D7_1247600
PFI1495w	PF3D7_0930700
PF14_0034	PF3D7_1403700
MAL5P1.240	PF3D7_0524100
PFE1200w	PF3D7_0524100
MAL3P5.21	PF3D7_0315700
PFC0685w	PF3D7_0315700
MAL13P1.189	PF3D7_1338000
PF10_0096	PF3D7_1009900
MAL13P1.284	PF3D7_1357900
PF11_0114a	PF3D7_1110800
MAL3P2.1	PF3D7_0303400
PFC0160w	PF3D7_0303400
PF14_0217	PF3D7_1422700
MAL6_tRNA_Ser1	PF3D7_0621600
MAL6_tRNA_Ser1:tRNA	PF3D7_0621600
PF14_0301	PF3D7_1432100
PF14_0635	PF3D7_1466700
PFI1445w	PF3D7_0929400
PF02_0222	PF3D7_0223400
PFB1050w	PF3D7_0223400
MAL13P1.50	PF3D7_1310500
MAL4P1.171	PF3D7_0418200
PFD0880w	PF3D7_0418200
PF02_0099	PF3D7_0210600
PFB0475c	PF3D7_0210600
PFI0090c	PF3D7_0901900
PF10_0212	PF3D7_1021800,PF3D7_1021700
PF10_0212a	PF3D7_1021800
PFL0746c	PF3D7_1215500
PF10_0017	PF3D7_1001300
2277.t00427	PF3D7_1244500
MAL12P1.425	PF3D7_1244500
PFL2135c	PF3D7_1244500
PFC10_API0037	PF3D7_API01900
PF14_0184	PF3D7_1419000
PF14_0274	PF3D7_1429500
MAL13P1.243	PF3D7_1348300
MAL4P1.237	PF3D7_0425300
PFD1210w	PF3D7_0425300
PFC10_API0010	PF3D7_API04900
PFC10_API0010:rRNA	PF3D7_API04900
PFI1590c	PF3D7_0932800
2270.t00041	PF3D7_0615100
MAL6P1.275	PF3D7_0615100
PFF0730c	PF3D7_0615100
2270.t00335	PF3D7_0604700
MAL6P1.50	PF3D7_0604700
PFF0230c	PF3D7_0604700
2277.t00095	PF3D7_1209400
MAL12P1.94	PF3D7_1209400
PFL0470w	PF3D7_1209400
MAL3P3.7	PF3D7_0308300
PFC0355c	PF3D7_0308300
PF10_0391	PF3D7_1039800
PF11_0324	PF3D7_1131400
PF11_0090	PF3D7_1107700
PF08_0028	PF3D7_0824800
PF08_0100	PF3D7_0809700
2277.t00098	PF3D7_1209700
MAL12P1.97	PF3D7_1209700
PFL0485w	PF3D7_1209700
PF07_0101	PF3D7_0723800
PF10_0213	PF3D7_1021900
PF14_0577	PF3D7_1460500
2277.t00512	PF3D7_1253400
MAL12P1.509	PF3D7_1253400
PFL2570w	PF3D7_1253400
2270.t00200	PF3D7_0611400
MAL6P1.116	PF3D7_0611400
PFF0560c	PF3D7_0611400
PF14_0491	PF3D7_1451600
PF14_0341	PF3D7_1436000
MAL7P1.167	PF3D7_0730500
MAL5P1.301	PF3D7_0530400
PFE1520c	PF3D7_0530400
PFI1160w	PF3D7_0923600
MAL4P1.37	PF3D7_0403800
PFD0185c	PF3D7_0403800
PFC0282w	PF3D7_0306700
PF14_0468a	PF3D7_1449200
2277.t00063	PF3D7_1206200
MAL12P1.62	PF3D7_1206200
PFL0310c	PF3D7_1206200
MAL5P1.81	PF3D7_0508000
PFE0395c	PF3D7_0508000
PF14_0477	PF3D7_1450100
MAL4P1.16	PF3D7_0401800
PFD0080c	PF3D7_0401800
PF14_0641	PF3D7_1467300
PFI1830c	PF3D7_0937800
PF02_0177	PF3D7_0218700
PFB0875c	PF3D7_0218700
PF13_0078	PF3D7_1313500
MAL13P1.295	PF3D7_1359600
MAL7P1.320	PF3D7_0706400
PF08TR007	PF3D7_0830100
PF08TR007:ncRNA	PF3D7_0830100
MAL8b_28s	PF3D7_0801100
MAL8b_28s:ncRNA	PF3D7_0801100
MAL13P1.247	PF3D7_1349000
PF13_0190	PF3D7_1334200
PF08_0094	PF3D7_0811000
PF08_0122	PF3D7_0804700
PF11_0343	PF3D7_1133300
PFI0230c	PF3D7_0904700
PFC0506w	PF3D7_0312000
MAL5P1.291	PF3D7_0529400
PF3D7_0529400.1	PF3D7_0529400
PF3D7_0529400.2	PF3D7_0529400
PFE1465w	PF3D7_0529400
PF14_0183	PF3D7_1418900,PF3D7_1418800
PF14_0183a	PF3D7_1418900,PF3D7_1418800
PF14_0183b	PF3D7_1418900
PF11_0505	PF3D7_1148900
PF10_0277	PF3D7_1028300
2277.t00393	PF3D7_1240700
PF12_0007	PF3D7_1240700
PFL1965w	PF3D7_1240700
MAL13P1.47	PF3D7_1310000
PF13_0225	PF3D7_1341500
MAL3P8.2	PF3D7_0300200
PFC0010c	PF3D7_0300200
MAL13P1.130	PF3D7_1323700
2277.t00422	PF3D7_1243900
MAL12P1.420	PF3D7_1243900
PFL2110c	PF3D7_1243900
PF13_0161	PF3D7_1327300
PF14_0730	PF3D7_1476200
PF14_0731	PF3D7_1476200
MAL7_tRNA_Val1	PF3D7_0730600
MAL7_tRNA_Val1:tRNA	PF3D7_0730600
2277.t00281	PF3D7_1229000
MAL12P1.281	PF3D7_1229000
PFL1405w	PF3D7_1229000
PF08_0020	PF3D7_0826500
MAL8a_5.8s	PF3D7_0830000
MAL8a_5.8s:rRNA	PF3D7_0830000
PF07_0098	PF3D7_0723500
PF10_0241	PF3D7_1024700
2277.t00244	PF3D7_1225300
MAL12P1.244	PF3D7_1225300
PFL1220w	PF3D7_1225300
MAL5P1.316	PF3D7_0532500
PFE1610w	PF3D7_0532500
2277.t00017	PF3D7_1201700
MAL12P1.17	PF3D7_1201700
PFL0085c	PF3D7_1201700
PF11_0441	PF3D7_1142900
PF11_0119	PF3D7_1111300
PF02_0097	PF3D7_0210300
PFB0465c	PF3D7_0210300
2270.t00159	PF3D7_0627200
MAL6P1.156	PF3D7_0627200
PFF1320c	PF3D7_0627200
PF07_0124	PF3D7_0729700
2277.t00129	PF3D7_1213200
MAL12P1.128	PF3D7_1213200
PFL0640w	PF3D7_1213200
PF10_0230	PF3D7_1023700
PF14_0028	PF3D7_1402700
PF10_0122	PF3D7_1012500
MAL4P1.201c	PF3D7_0421900
PFD1007w	PF3D7_0421900
2277.t00342	PF3D7_1235400
MAL12P1.340	PF3D7_1235400
PFL1710c	PF3D7_1235400
MAL1P1.30	PF3D7_0104000
PFA0200w	PF3D7_0104000
MAL7P1.172	PF3D7_0731100
PF11_0422	PF3D7_1141100
PF14_0675	PF3D7_1470800
2277.t00192	PF3D7_1219900
MAL12P1.192	PF3D7_1219900
PFL0960w	PF3D7_1219900
2298.t00771	PF3D7_1428900
PF14_0268	PF3D7_1428900
MAL8P1.77	PF3D7_0816700
PFI0465c	PF3D7_0909600
2270.t00323	PF3D7_0632800
MAL6P1.1	PF3D7_0632800
PFF1595c	PF3D7_0632800
PF13_0038	PF3D7_1307400
2277.t00134	PF3D7_1213700
MAL12P1.133	PF3D7_1213700
PFL0665c	PF3D7_1213700
PF10_0198	PF3D7_1020500
PF14_0364	PF3D7_1438500
2277.t00057	PF3D7_1205600
MAL12P1.56	PF3D7_1205600
PFL0280c	PF3D7_1205600
PF14_0264	PF3D7_1428500
PF11_0346	PF3D7_1133600
PF11_0238	PF3D7_1122700
MAL4P1.205	PF3D7_0422300
PFD1050w	PF3D7_0422300
MAL3P7.11	PF3D7_0320500
PFC0910w	PF3D7_0320500
2277.t00082	PF3D7_1208100
MAL12P1.81	PF3D7_1208100
PFL0405w	PF3D7_1208100
MAL5P1.233	PF3D7_0523300
PFE1165c	PF3D7_0523300
MAL13P1.147	PF3D7_1329200
2277.t00440	PF3D7_1245900
MAL12P1.438	PF3D7_1245900
PFL2200w	PF3D7_1245900
MAL5P1.69	PF3D7_0506800
PFE0335w	PF3D7_0506800
MAL5P1.270	PF3D7_0527100
PFE1350c	PF3D7_0527100
PF10_0084	PF3D7_1008700
PF14_0692	PF3D7_1472400
MAL5P1.246	PF3D7_0524700
PFE1230c	PF3D7_0524700
PFI0535w	PF3D7_0911000
2277.t00333	PF3D7_1234500
MAL12P1.332	PF3D7_1234500
PFL1665c	PF3D7_1234500
2277.t00438	PF3D7_1245600
MAL12P1.436	PF3D7_1245600
PFL2190c	PF3D7_1245600
MAL5P1.104	PF3D7_0510300
PFE0510c	PF3D7_0510300
PF10_0085	PF3D7_1008800
PF14_0086	PF3D7_1408900
MAL13P1.177	PF3D7_1335500
PF14_0204	PF3D7_1421100
PF08_0102	PF3D7_0809200
2277.t00096	PF3D7_1209500
MAL12P1.95	PF3D7_1209500
PF3D7_1209500.1	PF3D7_1209500
PF3D7_1209500.2	PF3D7_1209500
PFL0475w	PF3D7_1209500
MAL8P1.160	PF3D7_0800900
PF11_0315	PF3D7_1130500
2277.t00395	PF3D7_1241100
MAL12P1.393	PF3D7_1241100
PFL1975c	PF3D7_1241100
2277.t00133	PF3D7_1213600
MAL12P1.132	PF3D7_1213600
PFL0660w	PF3D7_1213600
PF14_0377	PF3D7_1439800
PFI0820c	PF3D7_0916700
PF11_0160	PF3D7_1115200
PF10_0159	PF3D7_1016300
2270.t00176	PF3D7_0628800
MAL6P1.140	PF3D7_0628800
PFF1395c	PF3D7_0628800
PF14_0579	PF3D7_1460700
MAL8P1.28	PF3D7_0825100
MAL4P2.09	PF3D7_0407300
PFD0360w	PF3D7_0407300
PF14_0489	PF3D7_1451400
PF13_0162	PF3D7_1329500
PFI0055c	PF3D7_0901100
PF14_0226	PF3D7_1423500
MAL13P1.91	PF3D7_1317700
PFC10_API0006	PF3D7_API05300
PFC10_API0006:tRNA	PF3D7_API05300
PF13_0158	PF3D7_1327700
MAL13P1.42	PF3D7_1308800
PF07_0029	PF3D7_0708400
PF13_0345	PF3D7_1365500
PF14_0251	PF3D7_1427200
PF13_0262	PF3D7_1350100
PF13_0142	PF3D7_1325000
PF07_0019	PF3D7_0704800
PF14_0494	PF3D7_1451900
2277.t00390	PF3D7_1240300
MAL12P1.388	PF3D7_1240300
PFL1950w	PF3D7_1240300
PF02_0211	PF3D7_0222300
PFB0995w	PF3D7_0222300
PF14_0109	PF3D7_1411100
PF14_0778	PF3D7_1411100
PF3D7_1411100.1	PF3D7_1411100
PF3D7_1411100.2	PF3D7_1411100
PF11_0273	PF3D7_1126300
PF10_0050	PF3D7_1004700
PFI1555w	PF3D7_0932000
PF08_0022	PF3D7_0826200
PF10_0267	PF3D7_1027200
PF14_0072	PF3D7_1407500
2270.t00115	PF3D7_0622700
MAL6P1.202	PF3D7_0622700
PFF1090c	PF3D7_0622700
MAL5P1.165	PF3D7_0516500
PFE0825w	PF3D7_0516500
MAL13P1.21	PF3D7_1304000
MAL8P1.85	PF3D7_0815400
MAL7P1.146	PF3D7_0726400
PF13_0198	PF3D7_1335400
MAL3P3.21	PF3D7_0308500
PFC0360w	PF3D7_0308500
PF14_0349	PF3D7_1436900
PF02_0042	PF3D7_0204500
PFB0200c	PF3D7_0204500
MAL4P2.46	PF3D7_0411200
PFD0555c	PF3D7_0411200
PF14_0434	PF3D7_1445700
PF13_0338	PF3D7_1364100
MAL4P1.210	PF3D7_0422900
PFD1080w	PF3D7_0422900
2277.t00246	PF3D7_1225500
MAL12P1.246	PF3D7_1225500
PFL1230w	PF3D7_1225500
MAL4_tRNA_Asn1	PF3D7_0403000
MAL4_tRNA_Asn1:tRNA	PF3D7_0403000
PFI1010w	PF3D7_0920600
PF07_0062	PF3D7_0715600
MAL5P1.58	PF3D7_0505800
PFE0285c	PF3D7_0505800
MAL13P1.49	PF3D7_1310200
2277.t00255	PF3D7_1226400
MAL12P1.255	PF3D7_1226400
PFL1275c	PF3D7_1226400
2277.t00209	PF3D7_1221700
MAL12P1.209	PF3D7_1221700
PFL1045w	PF3D7_1221700
PF13_0197a	PF3D7_1335200
PF08_0086	PF3D7_0812500
PF11_0420	PF3D7_1140900
PF13_0156a	PF3D7_1327900
PF3D7_0414200.1	PF3D7_0414200
PF3D7_0414200.2	PF3D7_0414200
PFD0692c	PF3D7_0414200
MAL5P1.243	PF3D7_0524400
PFE1215c	PF3D7_0524400
PFI0780w	PF3D7_0915900
2270.t00017	PF3D7_0612400,PF3D7_0612300
MAL6P1.302	PF3D7_0612400,PF3D7_0612300
PFF0600w	PF3D7_0612400,PF3D7_0612300
PFF0602w	PF3D7_0612400
MAL13P1.257	PF3D7_1351100
MAL13P1.258	PF3D7_1351200
MAL13P1.186	PF3D7_1337200
PF13_0207	PF3D7_1337200
PF11_0168	PF3D7_1116100,PF3D7_1116000
PF11_0168a	PF3D7_1116100
PFC0701w	PF3D7_0316100
2277.t00305	PF3D7_1231600
MAL12P1.305	PF3D7_1231600
PFL1525c	PF3D7_1231600
PF13_0155	PF3D7_1328200
MAL5P1.145	PF3D7_0514500
PFE0725c	PF3D7_0514500
MAL13P1.154	PF3D7_1327100
PF10_0363	PF3D7_1037100
PF10_0179a	PF3D7_1018500
PF14_0787	PF3D7_1422000
PF14_0655	PF3D7_1468700
PF11_0296	PF3D7_1128500
MAL13P1.18	PF3D7_1303700
2277.t00238	PF3D7_1224700
MAL12P1.238	PF3D7_1224700
PFL1190c	PF3D7_1224700
PF11_0206	PF3D7_1119900
2270.t00443	PF3D7_0608200
MAL6P1.85	PF3D7_0608200
PFF0405c	PF3D7_0608200
PF07_0109	PF3D7_0726700
PF11_0461	PF3D7_1144900
PF14_0041	PF3D7_1404400
2270.t00094	PF3D7_0620300
MAL6P1.222	PF3D7_0620300
PFF0990c	PF3D7_0620300
PF14_0393	PF3D7_1441400
PF11_0067	PF3D7_1105600
PF10_0357	PF3D7_1036500
PF13_0124	PF3D7_1321800
MAL8P1.107	PF3D7_0810700
PF11_0380	PF3D7_1136800
PF10_0153a	PF3D7_1015700
PF3D7_1015700.1	PF3D7_1015700
PF3D7_1015700.2	PF3D7_1015700
2270.t00320	PF3D7_0632500
MAL6P1.4	PF3D7_0632500
PFF1580c	PF3D7_0632500
PF14_0198	PF3D7_1420400
PF14_0073	PF3D7_1407600
PF07_0011	PF3D7_0703100
2270.t00308	PF3D7_0631300
MAL6P1.16	PF3D7_0631300
PFF1520w	PF3D7_0631300
PF14_0292	PF3D7_1431300
MAL13P1.250	PF3D7_1349600
MAL13P1.308	PF3D7_1361800
PFI0315c	PF3D7_0906400
MAL5P1.103	PF3D7_0510200
PFE0505w	PF3D7_0510200
PF10_0342	PF3D7_1035100
MAL4P1.200b	PF3D7_0421700
MAL4P1.201	PF3D7_0421700
PFD1004c	PF3D7_0421700
PFD1030c	PF3D7_0421700
MAL13P1.118	PF3D7_1321500
PF3D7_1321500.1	PF3D7_1321500
PF3D7_1321500.2	PF3D7_1321500
PF08TR003	PF3D7_0829700
PF08TR003:ncRNA	PF3D7_0829700
PF02_0151	PF3D7_0216000
PFB0730w	PF3D7_0216000
MAL3P3.15	PF3D7_0309700
PFC0405c	PF3D7_0309700
PF14_0613	PF3D7_1464500
PF13_0295	PF3D7_1355600
PF11_0034	PF3D7_1102200
PFI0380c	PF3D7_0907900
2277.t00360	PF3D7_1237200
MAL12P1.358	PF3D7_1237200
PFL1800w	PF3D7_1237200
MAL4P1.140	PF3D7_0415000
PFD0725c	PF3D7_0415000
MAL1P1.57	PF3D7_0106600
PFA0325w	PF3D7_0106600
PF08_0116	PF3D7_0806100
2277.t00443	PF3D7_1246200
MAL12P1.442	PF3D7_1246200
PFL2215w	PF3D7_1246200
PF11_0540a	PF3D7_1109100
PF07_0069	PF3D7_0716700
MAL4P1.53	PF3D7_0405500
PFD0265c	PF3D7_0405500
PFD0270c	PF3D7_0405500
MAL7P1.219	PF3D7_0832800
PF14_0216	PF3D7_1422600
MAL13P1.63	PF3D7_1312900
PFI0720w	PF3D7_0914700
2277.t00240	PF3D7_1224900
MAL12P1.240	PF3D7_1224900
PFL1200c	PF3D7_1224900
2277.t00195	PF3D7_1220300
MAL12P1.195	PF3D7_1220300
PFL0975w	PF3D7_1220300
MAL13P1.72	PF3D7_1314000
MAL3P5.11	PF3D7_0314900
PFC0625w	PF3D7_0314900
PF02_0050	PF3D7_0205400
PFB0240w	PF3D7_0205400
PF14_0545	PF3D7_1457200
PF10_0106	PF3D7_1010900
PF10_0106:exon:5	PF3D7_1010900
MAL4P1.207	PF3D7_0422500
PFD1060w	PF3D7_0422500
PF13_0203	PF3D7_1336700
PF11_0215	PF3D7_1120800
PFI1810w	PF3D7_0937400
PF08_0019	PF3D7_0826700
2277.t00188	PF3D7_1219400
PF12_0001	PF3D7_1219400
PFL0940c	PF3D7_1219400
2277.t00474	PF3D7_1249400
MAL12P1.472	PF3D7_1249400
PFL2370c	PF3D7_1249400
MAL5P1.278	PF3D7_0528100
PFE1400c	PF3D7_0528100
PF14_0116	PF3D7_1411800
PF10_0224	PF3D7_1023100
PFI0325c	PF3D7_0906600
2277.t00122	PF3D7_1212200
MAL12P1.121	PF3D7_1212200
PFL0605c	PF3D7_1212200
PF11_0436	PF3D7_1142400
PF11_0266	PF3D7_1125500
MAL4P1.19	PF3D7_0402100
PFD0095c	PF3D7_0402100
PFI0420c	PF3D7_0908700
PFL1432w	PF3D7_1229700
2270.t00242	PF3D7_0607200
MAL6P1.75	PF3D7_0607200
PFF0355c	PF3D7_0607200
2270.t00161	PF3D7_0627400
MAL6P1.154	PF3D7_0627400
PFF1330c	PF3D7_0627400
PF14_0469	PF3D7_1449300
MAL8P1.98	PF3D7_0812200,PF3D7_0812220
MAL8P1.99	PF3D7_0812200,PF3D7_0812220
2270.t00455	PF3D7_0623200
MAL6P1.197	PF3D7_0623200
PFF1115w	PF3D7_0623200
MAL7P1.203a	PF3D7_0706300
2277.t00341	PF3D7_1235300
MAL12P1.339	PF3D7_1235300
PFL1705w	PF3D7_1235300
MAL7P1.225	PF3D7_0832200
PF3D7_0832200.1	PF3D7_0832200
PF3D7_0832200.2	PF3D7_0832200
MAL1P2.39	PF3D7_0111400
PFA0550w	PF3D7_0111400
MAL8P1.139	PF3D7_0804500
MAL13P1.212	PF3D7_1342500
PF10_0113	PF3D7_1011600
PF3D7_0314100.1	PF3D7_0314100
PF3D7_0314100.2	PF3D7_0314100
PFC0582c	PF3D7_0314100
PF14_0666	PF3D7_1469800
PF14_0330	PF3D7_1434900
PF12TR016	PF3D7_1245700
PF12TR016:ncRNA	PF3D7_1245700
MAL7P1.89	PF3D7_0718000
PFI0395w	PF3D7_0908200
2277.t00349	PF3D7_1236100
MAL12P1.347	PF3D7_1236100
PFL1745c	PF3D7_1236100
MAL5P1.221	PF3D7_0522100
PFE1105c	PF3D7_0522100
PF02_0081	PF3D7_0208500
PFB0385w	PF3D7_0208500
MAL4P2.41	PF3D7_0410700
PFD0530c	PF3D7_0410700
PF14_0221	PF3D7_1423000
2277.t00210	PF3D7_1221800
MAL12P1.210	PF3D7_1221800
PFL1050w	PF3D7_1221800
PF14_0354	PF3D7_1437400
MAL13P1.319	PF3D7_1363700
MAL4P2.32	PF3D7_0409600
PFD0470c	PF3D7_0409600
PFD0475c	PF3D7_0409600
2270.t00071	PF3D7_0618300
MAL6P1.244	PF3D7_0618300
PFF0885w	PF3D7_0618300
PF14_0166	PF3D7_1416800
PF08_0130	PF3D7_0802300
2277.t00302	PF3D7_1231300
MAL12P1.302	PF3D7_1231300
PFL1510c	PF3D7_1231300
MAL8P1.13	PF3D7_0828600
MAL4P2.49	PF3D7_0411700
PFD0580c	PF3D7_0411700
2270.t00296	PF3D7_0601900
MAL6P1.22	PF3D7_0601900
PFF0090w	PF3D7_0601900
PF13_0302	PF3D7_1356400
PF11_0156	PF3D7_1114700
MAL7P1.92	PF3D7_0718300
MAL3P6.6	PF3D7_0316600
PFC0725c	PF3D7_0316600
PF11_0301	PF3D7_1129000
PF11_0416	PF3D7_1140500
MAL13P1.160	PF3D7_1330100
PF08_0085	PF3D7_0812600
PF14_0752	PF3D7_1478000
2270.t00195	PF3D7_0630600
MAL6P1.122	PF3D7_0630600
PFF1485w	PF3D7_0630600
PF14_0015	PF3D7_1401300
PF13_0343	PF3D7_1365300
PF14_0439	PF3D7_1446200
MAL5P1.32	PF3D7_0503200
PFE0155w	PF3D7_0503200
PF08_0093	PF3D7_0811100
PFI0690c	PF3D7_0914100
MAL7P1.223	PF3D7_0832400
MAL1P1.65	PF3D7_0107300
PFA0360c	PF3D7_0107300
MAL1P4.03	PF3D7_0100300
PFA0015c	PF3D7_0100300
PFI1670c	PF3D7_0934500
2277.t00453	PF3D7_1247200
MAL12P1.452	PF3D7_1247200
PFL2265c	PF3D7_1247200
2277.t00226	PF3D7_1223500
MAL12P1.226	PF3D7_1223500
PFL1130c	PF3D7_1223500
PF08_tmp2	PF3D7_0801200
PF08_tmp2:ncRNA	PF3D7_0801200
PF11_0268	PF3D7_1125800
PFC10_API0054	PF3D7_API00200
PFC10_API0054:tRNA	PF3D7_API00200
PFC10_API0003	PF3D7_API05600
PFC10_API0003:tRNA	PF3D7_API05600
PFC10_API0007	PF3D7_API05200
PFC10_API0007:tRNA	PF3D7_API05200
MAL1P1.43	PF3D7_0105300
PFA0260c	PF3D7_0105300
PF14_0155	PF3D7_1415700
MAL1P2.38	PF3D7_0111300
PFA0545c	PF3D7_0111300
MAL1P1.9b	PF3D7_0101800
PFA0090c	PF3D7_0101800
2270.t00065	PF3D7_0617400
MAL6P1.252	PF3D7_0617400
PFF0845c	PF3D7_0617400
PF02_0141	PF3D7_0215000
PFB0685c	PF3D7_0215000
PF14_0550	PF3D7_1457700
ORF51	PF3D7_API04600
PFC10_API0013	PF3D7_API04600
MAL13P1.580	PF3D7_1365200
2277.t00483	PF3D7_1250300
MAL12P1.481	PF3D7_1250300
PFL2415w	PF3D7_1250300
MAL5_tRNA_Phe1	PF3D7_0514400
MAL5_tRNA_Phe1:tRNA	PF3D7_0514400
2277.t00075	PF3D7_1207400
MAL12P1.74	PF3D7_1207400
PFL0370w	PF3D7_1207400
PF10_0002	PF3D7_1000200
2277.t00359	PF3D7_1237100
MAL12P1.357	PF3D7_1237100
PFL1795c	PF3D7_1237100
1398.t00021	PF3D7_1041300
PF10_0406	PF3D7_1041300
PFI0615w	PF3D7_0912600
PF13_0070	PF3D7_1312600
PF14_0077	PF3D7_1408000
2270.t00027	PF3D7_0613700
MAL6P1.288	PF3D7_0613700
PFF0665c	PF3D7_0613700
2277.t00482	PF3D7_1250200
MAL12P1.480	PF3D7_1250200
PFL2410w	PF3D7_1250200
MAL8P1.39	PF3D7_0823300
PF08_0034	PF3D7_0823300
MAL8P1.75a	PF3D7_0817100
PF08_0124	PF3D7_0804000
PF02_0106	PF3D7_0211400
PFB0505c	PF3D7_0211400
2270.t00151	PF3D7_0626400
MAL6P1.164	PF3D7_0626400
PFF1280w	PF3D7_0626400
MAL13_tRNA_Arg3	PF3D7_1370000
MAL13_tRNA_Arg3:tRNA	PF3D7_1370000
2277.t00378	PF3D7_1239000
MAL12P1.376	PF3D7_1239000
PFL1890c	PF3D7_1239000
MAL13P1.188	PF3D7_1337700
PF10_0177a	PF3D7_1018200
MAL8P1.204	PF3D7_0831200
MAL5P1.179	PF3D7_0517900
PFE0895c	PF3D7_0517900
PF07_0130	PF3D7_0732000
PFI1665w	PF3D7_0934400
PF02_0069	PF3D7_0207300
PFB0325c	PF3D7_0207300
2270.t00012	PF3D7_0611800
MAL6P1.307	PF3D7_0611800
PFF0575c	PF3D7_0611800
MAL3P2.11	PF3D7_0304600
PFC0210c	PF3D7_0304600
PF14_0032	PF3D7_1403400
PF02_0015	PF3D7_0201500
PFB0075c	PF3D7_0201500
PF13_0030	PF3D7_1305800
PF14_0423	PF3D7_1444500
PF13_0018	PF3D7_1303400
PF11_0393	PF3D7_1138100
PF10_0120	PF3D7_1012300
