Old_id	Gene_id
PF02_0104	PF3D7_0211200
PFB0500c	PF3D7_0211200
MAL5P1.139	PF3D7_0513800
PFE0690c	PF3D7_0513800
3D7Surf8.1	PF3D7_0831100
MAL8P1.1	PF3D7_0831100
PFD0994w	PF3D7_0420600
PF14_0395	PF3D7_1441600
MAL5P1.235	PF3D7_0523600
PFE1175w	PF3D7_0523600
2277.t00018	PF3D7_1201800
MAL12P1.18	PF3D7_1201800
PFL0090c	PF3D7_1201800
PFF0050c	PF3D7_0601000
PF02_0040	PF3D7_0204200
PFB0194w	PF3D7_0204200
PF14_0728	PF3D7_1476000
PF10_0135	PF3D7_1013800
PF14_0505	PF3D7_1453100
MAL1P1.52	PF3D7_0106100
PFA0300c	PF3D7_0106100
PF14_0748	PF3D7_1477700
MAL7P1.156	PF3D7_0728700
PF11_0487	PF3D7_1147900
MAL3P7.38	PF3D7_0323200
PFC1035w	PF3D7_0323200
PFC10_API0041	PF3D7_API01500
2270.t00051	PF3D7_0616300
MAL6P1.263	PF3D7_0616300
PFF0790c	PF3D7_0616300
MAL7P1.152	PF3D7_0727600
MAL4P1.203	PF3D7_0422100
PFD1015w	PF3D7_0422100
PFD1037w	PF3D7_0422100
PFD1040w	PF3D7_0422100
2277.t00088	PF3D7_1208700
MAL12P1.87	PF3D7_1208700
PFL0435w	PF3D7_1208700
PFI0405w	PF3D7_0908400
PF10_0274	PF3D7_1028000
MAL3P3.2	PF3D7_0307800
PFC0330w	PF3D7_0307800
2277.t00048	PF3D7_1204700
MAL12P1.47	PF3D7_1204700
PFL0235w	PF3D7_1204700
MAL8P1.154	PF3D7_0801900
PF08_0133	PF3D7_0801900
PF10_0223	PF3D7_1023000
PF11_0506	PF3D7_1149000
PF11_0507	PF3D7_1149000
MAL4P1.60	PF3D7_0406100
PFD0300c	PF3D7_0406100
PFD0305c	PF3D7_0406100
2277.t00050	PF3D7_1204900
MAL12P1.49	PF3D7_1204900
PFL0245w	PF3D7_1204900
PF14_0053	PF3D7_1405600
MAL8P1.96	PF3D7_0813200
MAL13P1.333	PF3D7_1366300
MAL13P1.334	PF3D7_1366300
MAL3P7.4	PF3D7_0319700
PFC0875w	PF3D7_0319700
MAL3P2.26	PF3D7_0306800
PFC0285c	PF3D7_0306800
PF10_0206	PF3D7_1021200
PF13_0256	PF3D7_1348900
PF08_0134	PF3D7_0801600
2270.t00119	PF3D7_0623100
MAL6P1.198	PF3D7_0623100
PFF1110c	PF3D7_0623100
PFI0565w	PF3D7_0911600
PF07_0058	PF3D7_0714600
PF14_0474	PF3D7_1449800
PF14_0499	PF3D7_1452400
2277.t00484	PF3D7_1250400
MAL12P1.482	PF3D7_1250400
PFL2420w	PF3D7_1250400
PF3D7_08ncRNA1	PF3D7_0803900
PF3D7_08ncRNA1.1	PF3D7_0803900
PF11_0402	PF3D7_1139100
PF11_0243	PF3D7_1123200
PF14_0615	PF3D7_1464700
MAL3P1.11	PF3D7_0303100
PFC0145c	PF3D7_0303100
PF14_0691	PF3D7_1472300
MAL13P1.413	PF3D7_1370300
PF11_0015	PF3D7_1100900
PF11_0016	PF3D7_1100900
MAL7P1.203	PF3D7_0706100
PF08_0074	PF3D7_0814200
MAL13P1.328	PF3D7_1365600
PF11_0113	PF3D7_1110600
PF10_0284	PF3D7_1029100
PF3D7_1029100.1	PF3D7_1029100
PF3D7_1029100.2	PF3D7_1029100
MAL4P1.129	PF3D7_0413700
PFD0670c	PF3D7_0413700
MAL8P1.106	PF3D7_0810900
PF3D7_0810900.1	PF3D7_0810900
PF3D7_0810900.2	PF3D7_0810900
PF14_0096	PF3D7_1409800
MAL5P1.19	PF3D7_0501800
PFE0090w	PF3D7_0501800
2277.t00087	PF3D7_1208600
MAL12P1.86	PF3D7_1208600
PFL0430w	PF3D7_1208600
PF10_0312	PF3D7_1031800
MAL5P1.298	PF3D7_0530100
PFE1505w	PF3D7_0530100
PFC10_API0044	PF3D7_API01200
PFC10_API0044:tRNA	PF3D7_API01200
MAL13P1.84	PF3D7_1316000
PF14_0243a	PF3D7_1426300
2270.t00249	PF3D7_0606700
MAL6P1.70	PF3D7_0606700
PFF0330w	PF3D7_0606700
2277.t00295	PF3D7_1230600
MAL12P1.295	PF3D7_1230600
PFL1475w	PF3D7_1230600
PF11_0203	PF3D7_1119600
PFI1050c	PF3D7_0921400
MAL13P1.317	PF3D7_1363000
MAL5P1.85	PF3D7_0508400
PFE0415w	PF3D7_0508400
PF3D7_07_RUF_6_13	PF3D7_0712700
PF3D7_07_RUF_6_13.1	PF3D7_0712700
PF13_0356	PF3D7_1368400
MAL13P1.345	PF3D7_1368300
ORF105	PF3D7_API04000
PFC10_API0019	PF3D7_API04000
2270.t00474	PF3D7_0613100
MAL6P1.294	PF3D7_0613100
PFF0635w	PF3D7_0613100
MAL4P1.1	PF3D7_0400100
PFD0005w	PF3D7_0400100
PF07_0082	PF3D7_0719900
MAL13_tRNA_Pro1	PF3D7_1339200
MAL13_tRNA_Pro1:tRNA	PF3D7_1339200
MAL8P1.32	PF3D7_0824400
2270.t00318	PF3D7_0632300
MAL6P1.6	PF3D7_0632300
PFF1570w	PF3D7_0632300
PF11_0455	PF3D7_1144200
PF11_0175	PF3D7_1116800
MAL7P1.205	PF3D7_0706600
MAL7P1.114	PF3D7_0721400
PF10_0165	PF3D7_1017000
MAL13P1.127	PF3D7_1322700
MAL13P1.335	PF3D7_1366800
PF13_0201	PF3D7_1335900
PF11_0523	PF3D7_1101900
2277.t00418	PF3D7_1243500
MAL12P1.416	PF3D7_1243500
PFL2090c	PF3D7_1243500
2277.t00527	PF3D7_1254800
MAL12P1.524	PF3D7_1254800
PFL2645c	PF3D7_1254800
MAL5P1.45	PF3D7_0504500
PFE0220w	PF3D7_0504500
MAL13P1.61	PF3D7_1301700
PF11_0543	PF3D7_1109600
PF11_0543.1	PF3D7_1109600
PF14_0440	PF3D7_1446300
PF11TR011	PF3D7_1148100
PF11TR011:ncRNA	PF3D7_1148100
PF3D7_05_snoR04	PF3D7_0510900
PF3D7_05_snoR04.1	PF3D7_0510900
MAL4P2.34	PF3D7_0409800
PFD0485w	PF3D7_0409800
PF3D7_08ncRNA2	PF3D7_0804200
PF3D7_08ncRNA2.1	PF3D7_0804200
2277.t00325	PF3D7_1233700
MAL12P1.324	PF3D7_1233700
PFL1625w	PF3D7_1233700
2277.t00371	PF3D7_1238300
MAL12P1.369	PF3D7_1238300
PFL1855w	PF3D7_1238300
PF11_0096	PF3D7_1108400
PF11_0234	PF3D7_1122600
PF11_0235	PF3D7_1122600
PF11_0236	PF3D7_1122600
PF11_0237	PF3D7_1122600
MAL8P1.300	PF3D7_0807400
MAL4P1.179	PF3D7_0419000
PFD0920w	PF3D7_0419000
PF11_0373	PF3D7_1136200
MAL13P1.495	PF3D7_1372600
PF14_0645	PF3D7_1467700
2270.t00337	PF3D7_0604900
MAL6P1.52	PF3D7_0604900
PFF0240c	PF3D7_0604900
MAL8P1.67	PF3D7_0818400
MAL13P1.255	PF3D7_1350700
MAL5P1.107	PF3D7_0510700
PFE0530w	PF3D7_0510700
MAL5P1.97	PF3D7_0509600
PFE0475w	PF3D7_0509600
PF14_0279	PF3D7_1430000
PF14_0093	PF3D7_1409500
PF10_0334	PF3D7_1034400
MAL3P5.4	PF3D7_0314300,PF3D7_0314200
PFC0590c	PF3D7_0314300,PF3D7_0314200
PF10_0037	PF3D7_1003400
PF11_0170	PF3D7_1116300
2270.t00471	PF3D7_0615800
MAL6P1.268	PF3D7_0615800
PFF0765c	PF3D7_0615800
PFB0878c	PF3D7_0218900
PFB0878c.1	PF3D7_0218900
MAL8P1.200	PF3D7_0805400
PF13_0077	PF3D7_1313400
PFI1835c	PF3D7_0930900
2270.t00002	PF3D7_0600200
MAL6P1.316	PF3D7_0600200
PFF0010w	PF3D7_0600200
PF14_0670	PF3D7_1470300
PF10_0331	PF3D7_1034000
PF13_0339	PF3D7_1364200
PFI1340w	PF3D7_0927300
PF14_0351	PF3D7_1437100
PF02_0119	PF3D7_0212700
PFB0575c	PF3D7_0212700
PFC0200w	PF3D7_0304400
MAL4P2.08	PF3D7_0407200
PFD0355c	PF3D7_0407200
2270.t00191	PF3D7_0630300
MAL6P1.125	PF3D7_0630300
PFF1470c	PF3D7_0630300
2277.t00322	PF3D7_1233400
MAL12P1.321	PF3D7_1233400
PFL1610c	PF3D7_1233400
PF02_0073	PF3D7_0207700
PFB0345c	PF3D7_0207700
PF11_0179	PF3D7_1117300
2277.t00110	PF3D7_1211000
MAL12P1.109	PF3D7_1211000
PFL0545w	PF3D7_1211000
PF14_0131	PF3D7_1413200
PF10_0070	PF3D7_1007000
PFI0765w	PF3D7_0915600
PF10_0108	PF3D7_1011100
MAL3P7.15	PF3D7_0321100
PFC0930c	PF3D7_0321100
PFI0040c	PF3D7_0900800
PF14_0551	PF3D7_1457800
MAL1P2.03	PF3D7_0107500
PFA0375c	PF3D7_0107500
MAL5P1.146	PF3D7_0514600
PFE0730c	PF3D7_0514600
PF08_0049	PF3D7_0819900
PF14_0535	PF3D7_1456200
PF14_0514	PF3D7_1454100
PF11_0080	PF3D7_1106900
PF11_0120	PF3D7_1111400
2270.t00227	PF3D7_0608600
MAL6P1.89	PF3D7_0608600
PFF0425w	PF3D7_0608600
PF08_0077	PF3D7_0813800
MAL14_5S_2	PF3D7_1418600
MAL14_5S_2:rRNA	PF3D7_1418600
PF08_0051	PF3D7_0819300
MAL1P2.21	PF3D7_0109400
PFA0460c	PF3D7_0109400
PFI1005w	PF3D7_0920500
PFI1620c	PF3D7_0933500
PFI0415c	PF3D7_0908600
MAL5P1.181	PF3D7_0518100
PFE0905w	PF3D7_0518100
2277.t00343	PF3D7_1235500
MAL12P1.341	PF3D7_1235500
PFL1715w	PF3D7_1235500
PF10_0066	PF3D7_1006600
MAL5P1.43	PF3D7_0504300
PFE0210c	PF3D7_0504300
MAL5P1.317	PF3D7_0532600
PFE1615c	PF3D7_0532600
PF14_0696	PF3D7_1472800
PF10_0237	PF3D7_1024400
PFI0320w	PF3D7_0906500
PF10_0042	PF3D7_1003900
MAL13P1.90	PF3D7_1317600
MAL14_tRNA.SelCys1	PF3D7_1438200
MAL14_tRNA.SelCys1:tRNA	PF3D7_1438200
MAL4P2.06	PF3D7_0407000
PFD0345c	PF3D7_0407000
MAL13P1.145	PF3D7_1326500
2277.t00445	PF3D7_1246400
MAL12P1.444	PF3D7_1246400
PFL2225w	PF3D7_1246400
PF10_0407	PF3D7_1020800
2277.t00404	PF3D7_1242000
MAL12P1.402	PF3D7_1242000
PFL2020c	PF3D7_1242000
MAL13P1.180	PF3D7_1336200
2270.t00190	PF3D7_0630200
MAL6P1.126	PF3D7_0630200
PFF1465w	PF3D7_0630200
MAL5P1.6	PF3D7_0500500
PFE0025c	PF3D7_0500500
MAL7P1.207	PF3D7_0707200
PF07_0118	PF3D7_0728100
PFI0575c	PF3D7_0911800
MAL4P1.50	PF3D7_0405200
PFD0250w	PF3D7_0405200
PFD0255w	PF3D7_0405200
2270.t00294	PF3D7_0602100
MAL6P1.24	PF3D7_0602100
PFF0100w	PF3D7_0602100
MAL13P1.236	PF3D7_1347400
PF14_0720	PF3D7_1475200
2277.t00433	PF3D7_1245100
MAL12P1.431	PF3D7_1245100
PFL2165w	PF3D7_1245100
MAL3P6.30	PF3D7_0316800
PFC0735w	PF3D7_0316800
PF10_0083	PF3D7_1008600
PF02_0156	PF3D7_0216600
PFB0760w	PF3D7_0216600
PF10_0170	PF3D7_1017500
PFI0880c	PF3D7_0918000
PF14_0029a	PF3D7_1402900
PF07_0075	PF3D7_0718700
2277.t00513	PF3D7_1253500
MAL12P1.510	PF3D7_1253500
PFL2575c	PF3D7_1253500
PF11_0317	PF3D7_1130700
PF10_0375	PF3D7_1038500
PF13_0055	PF3D7_1310300
MAL3P4.18	PF3D7_0311300
PFC0475c	PF3D7_0311300
MAL5P1.22	PF3D7_0502100
PFE0105c	PF3D7_0502100
PF11_0519	PF3D7_1150200
PF14_0232	PF3D7_1425200
PF10_0233	PF3D7_1024000
PF10_0324	PF3D7_1033300
PF13_0021	PF3D7_1304500
MAL3P6.2	PF3D7_0316200
PFC0705c	PF3D7_0316200
MAL13P1.86	PF3D7_1316600
PF13_0092	PF3D7_1316600
MAL7P1.16	PF3D7_0704000
MAL7P1.125	PF3D7_0723300
PF08_0057	PF3D7_0817800
2277.t00229	PF3D7_1223800
MAL12P1.229	PF3D7_1223800
PFL1145w	PF3D7_1223800
PFI0145w	PF3D7_0903000
PF14_0237	PF3D7_1425700
PF02_0067	PF3D7_0207100
PFB0315w	PF3D7_0207100
PF14_0654	PF3D7_1468600
2277.t00370	PF3D7_1238200
MAL12P1.368	PF3D7_1238200
PFL1850c	PF3D7_1238200
PF13_0241a	PF3D7_1345300
PFI0470w	PF3D7_0909700
2277.t00363	PF3D7_1237500
MAL12P1.361	PF3D7_1237500
PFL1815c	PF3D7_1237500
MAL3P6.13	PF3D7_0317500
PFC0770c	PF3D7_0317500
PFI0225w	PF3D7_0904600
PF10_0027	PF3D7_1002300
MAL7P1.81	PF3D7_0716800
PF07_0006	PF3D7_0702300
PF14_0281	PF3D7_1430200
MAL8P1.46	PF3D7_0822500
PFL1947c	PF3D7_1240200
MAL8P1.142	PF3D7_0803800
2277.t00217	PF3D7_1222600
MAL12P1.217	PF3D7_1222600
PFL1085w	PF3D7_1222600
PF14_0366	PF3D7_1438700
PF13_0355	PF3D7_1367800
MAL4P1.216	PF3D7_0423400
PFD1105w	PF3D7_0423400
PF3D7_12_U3snoRNA	PF3D7_1244300
PF3D7_12_U3snoRNA.1	PF3D7_1244300
PF13_0292	PF3D7_1355200
MAL13P1.185	PF3D7_1337100
PF13_0206	PF3D7_1337100
MAL3P4.28	PF3D7_0312800
PFC0535w	PF3D7_0312800
2277.t00202	PF3D7_1221000
MAL12P1.202	PF3D7_1221000
PFL1010c	PF3D7_1221000
PF3D7_new_RUF6_10	PF3D7_0809000
PF3D7_new_RUF6_10.1	PF3D7_0809000
PF14_0747	PF3D7_1477600
MAL1P1.11	PF3D7_0102000
PFA0100c	PF3D7_0102000
PFI0475w	PF3D7_0909800
MAL13P1.265	PF3D7_1352300
PF02_0077	PF3D7_0208100
PF3D7_0208100.1	PF3D7_0208100
PF3D7_0208100.2	PF3D7_0208100
PFB0365w	PF3D7_0208100
PF07_0041	PF3D7_0710100
2270.t00234	PF3D7_0607900
MAL6P1.82	PF3D7_0607900
PFF0390w	PF3D7_0607900
2277.t00260	PF3D7_1226900
MAL12P1.260	PF3D7_1226900
PFL1300c	PF3D7_1226900
MAL1P1.15	PF3D7_0102400
PFA0120c	PF3D7_0102400
MAL5P1.99	PF3D7_0509800
PFE0485w	PF3D7_0509800
2277.t00401	PF3D7_1241700
MAL12P1.399	PF3D7_1241700
PFL2005w	PF3D7_1241700
PF14_0278	PF3D7_1429900
MAL4P2.42	PF3D7_0410800
PFD0535w	PF3D7_0410800
PF02_0186	PF3D7_0219900
PFB0910w	PF3D7_0219900
PF11_0332	PF3D7_1132300
MAL4P1.223	PF3D7_0424000
PFD1140w	PF3D7_0424000
PFI1110w	PF3D7_0922600
PF02_0105	PF3D7_0211300
PFB0501c	PF3D7_0211300
PF11_0452	PF3D7_1143800
PF11_0307	PF3D7_1129600
MAL1P2.05	PF3D7_0107700
PFA0385w	PF3D7_0107700
PF02_0063	PF3D7_0206700
PFB0295w	PF3D7_0206700
MAL7P1.57	PF3D7_0713000
2277.t00488	PF3D7_1250800
MAL12P1.486	PF3D7_1250800
PFL2440w	PF3D7_1250800
MAL8P1.151	PF3D7_0802500
PF14_0637	PF3D7_1466900
PF14_0343	PF3D7_1436200
MAL3P7.32	PF3D7_0322600
PFC1010w	PF3D7_0322600
2277.t00184	PF3D7_1218900
MAL12P1.184	PF3D7_1218900
PFL0920c	PF3D7_1218900
2270.t00473	PF3D7_0613200
MAL6P1.293	PF3D7_0613200
PFF0640w	PF3D7_0613200
MAL13P1.242	PF3D7_1348200
MAL5P1.187	PF3D7_0518700
PFE0935c	PF3D7_0518700
MAL8P1.41	PF3D7_0823100
PF11_0151	PF3D7_1114200
PF11_0152	PF3D7_1114200
PFL0933w	PF3D7_1219200
PF14_0639	PF3D7_1467100
PFI0065w	PF3D7_0901300
MAL4P2.10	PF3D7_0407400
PFD0365c	PF3D7_0407400
PF10_0388	PF3D7_1039600
PF10_0389	PF3D7_1039600
PF14_0286	PF3D7_1430700
MAL5P1.94	PF3D7_0509300
PFE0460c	PF3D7_0509300
2277.t00069	PF3D7_1206800
MAL12P1.68	PF3D7_1206800
PFL0340w	PF3D7_1206800
PF14_0565	PF3D7_1459200
PF14_0201	PF3D7_1420700
Pf113	PF3D7_1420700
PF14_0188	PF3D7_1419400
MAL5P1.228	PF3D7_0522800
PFE1140c	PF3D7_0522800
PF14_0337	PF3D7_1435600
PF14_0031b	PF3D7_1403200
PF13_0025	PF3D7_1305100
MAL13P1.221	PF3D7_1344800
PF13_0240	PF3D7_1344800
PF10_0168	PF3D7_1017300
PF3D7_1017300.1	PF3D7_1017300
PF3D7_1017300.2	PF3D7_1017300
MAL8P1.2	PF3D7_0831000
MAL4P2.16	PF3D7_0408000
PFD0395c	PF3D7_0408000
MAL8P1.55	PF3D7_0820800
PF11_0386	PF3D7_1137500
PF10_0280	PF3D7_1028600
PFI1625c	PF3D7_0933600
MAL4P1.217	PF3D7_0423500
PFD1110w	PF3D7_0423500
PFI1580c	PF3D7_0932500
2270.t00170	PF3D7_0628200
MAL6P1.146	PF3D7_0628200
PFF1370w	PF3D7_0628200
MAL4P1.33	PF3D7_0403500
PFD0165w	PF3D7_0403500
2270.t00072	PF3D7_0618400
MAL6P1.243	PF3D7_0618400
PFF0890c	PF3D7_0618400
MAL7P1.107	PF3D7_0720600
MAL8P1.38	PF3D7_0823400
MAL13P1.62	PF3D7_1301900
PF14_0121	PF3D7_1412200
MAL7P1.36	PF3D7_0711300
MAL13P1.67	PF3D7_1313200
MAL8P1.26	PF3D7_0825300
2270.t00221	PF3D7_0609200
MAL6P1.95	PF3D7_0609200
PFF0455w	PF3D7_0609200
MAL3P5.7	PF3D7_0314600
PFC0605w	PF3D7_0314600
PF10_0247	PF3D7_1025400
PF10_0248	PF3D7_1025400
PF14_0606	PF3D7_1463800
PF11_0511	PF3D7_1149400
2277.t00362	PF3D7_1237400
PF12_0005	PF3D7_1237400
PFL1810w	PF3D7_1237400
MAL8P1.19	PF3D7_0827000
PF11_0412	PF3D7_1140100
3D7Surf8.2	PF3D7_0830800
PF08_0002	PF3D7_0830800
PF13_0352	PF3D7_1367400
PF02_0143	PF3D7_0215200
PFB0690w	PF3D7_0215200
2277.t00227	PF3D7_1223600
MAL12P1.227	PF3D7_1223600
PFL1135c	PF3D7_1223600
PF14_0649	PF3D7_1468100
PF13_0072	PF3D7_1312800
PF10_0382a	PF3D7_1039200
PF3D7_14_snoR31	PF3D7_1425100
PF3D7_14_snoR31.1	PF3D7_1425100
MAL13P1.348	PF3D7_1369000
MAL5P1.154	PF3D7_0515400
PFE0770w	PF3D7_0515400
PF14_0420	PF3D7_1444200
PF3D7_04_RUF6_9	PF3D7_0412800
PF3D7_04_RUF6_9.1	PF3D7_0412800
MAL5P1.54	PF3D7_0505400
PFE0265c	PF3D7_0505400
MAL5P1.321	PF3D7_0533000
PFE1635w	PF3D7_0533000
MAL3P4.11	PF3D7_0312100
PFC0510w	PF3D7_0312100
PF11_0379	PF3D7_1136700
PF3D7_1136700.1	PF3D7_1136700
PF3D7_1136700.2	PF3D7_1136700
MAL5P1.283	PF3D7_0528600
PFE1425c	PF3D7_0528600
2277.t00039	PF3D7_1204000
MAL12P1.39	PF3D7_1204000
PFL0195w	PF3D7_1204000
2298.t00770	PF3D7_1423200
PF14_0223	PF3D7_1423200
MAL5_28S	PF3D7_0532000
MAL5_28S:rRNA	PF3D7_0532000
MAL7P1.133	PF3D7_0724700
MAL7P1.134	PF3D7_0724700
MAL8P1.56	PF3D7_0820600
PF11_0362a	PF3D7_1135200
MAL5P1.223	PF3D7_0522300
PFE1115c	PF3D7_0522300
PF14_0443	PF3D7_1446600
PFC0416w	PF3D7_0310000
PFI1250w	PF3D7_0925500
MAL13P1.217	PF3D7_1343500
PF10_0025	PF3D7_1002100
PF14_0056	PF3D7_1405900
MAL5P1.95	PF3D7_0509400
PFE0465c	PF3D7_0509400
PFC10_API0005	PF3D7_API05400
PFC10_API0005:tRNA	PF3D7_API05400
MAL4P1.136	PF3D7_0414600
PFD0705c	PF3D7_0414600
MAL1P1.42	PF3D7_0105200
PFA0255c	PF3D7_0105200
MAL3P2.12	PF3D7_0304700
PFC0215c	PF3D7_0304700
2277.t00272	PF3D7_1228100
MAL12P1.272	PF3D7_1228100
PFL1360c	PF3D7_1228100
PFI1560c	PF3D7_0932100
1400.t00202	PF3D7_0203800
1400.t00265	PF3D7_0203800
PF02_0035	PF3D7_0203800
PF02_0036	PF3D7_0203800
PFB0176c	PF3D7_0203800
PFB0177c	PF3D7_0203800
PF10_0114	PF3D7_1011700
PFE0850c	PF3D7_0517000
PFE0850w	PF3D7_0517000
PF10_0074	PF3D7_1007600
PFL0973c	PF3D7_1220200
2277.t00280	PF3D7_1228900
MAL12P1.280	PF3D7_1228900
PFL1400c	PF3D7_1228900
MAL13_tRNA_Met1	PF3D7_1339100
MAL13_tRNA_Met1:tRNA	PF3D7_1339100
MAL5P1.239	PF3D7_0524000
PFE1195w	PF3D7_0524000
PF02_0075	PF3D7_0207900
PFB0355c	PF3D7_0207900
MAL3P8.17	PF3D7_0301900
PFC0095c	PF3D7_0301900
2270.t00449	PF3D7_0629600
MAL6P1.132	PF3D7_0629600
PFF1435w	PF3D7_0629600
2270.t00292	PF3D7_0602300
MAL6P1.26	PF3D7_0602300
PFF0110w	PF3D7_0602300
PF13_0071	PF3D7_1312700
MAL5P1.44	PF3D7_0504400
PFE0215w	PF3D7_0504400
PF11_0093	PF3D7_1108000
2277.t00500	PF3D7_1252200
MAL12P1.497	PF3D7_1252200
PFL2510w	PF3D7_1252200
MAL5P1.208	PF3D7_0520700
PFE1040c	PF3D7_0520700
PFI0140w	PF3D7_0902900
PF14_0061	PF3D7_1406400
PF11_0008	PF3D7_1100200
2277.t00119	PF3D7_1211900
MAL12P1.118	PF3D7_1211900
PFL0590c	PF3D7_1211900
PF14_0078	PF3D7_1408100
PF02_0057	PF3D7_0206100
PFB0270w	PF3D7_0206100
PF08_0101	PF3D7_0809400
PF14_0642	PF3D7_1467400
MAL5P1.48	PF3D7_0504800
PFE0235c	PF3D7_0504800
PFE0240c	PF3D7_0504800
PF11_0079	PF3D7_1106800
2277.t00510	PF3D7_1253200
MAL12P1.507	PF3D7_1253200
PFL2560c	PF3D7_1253200
MAL5P1.35	PF3D7_0503500
PFE0170c	PF3D7_0503500
PF11_0217	PF3D7_1121000
2277.t00101	PF3D7_1210000
MAL12P1.100	PF3D7_1210000
PFL0500w	PF3D7_1210000
PF10_0184	PF3D7_1019100
PF10_0049	PF3D7_1004600
MAL13P1.161	PF3D7_1330200
2270.t00135	PF3D7_0624900
MAL6P1.179	PF3D7_0624900
MAL6P1.180	PF3D7_0624900
PFF1200w	PF3D7_0624900
PFF1205w	PF3D7_0624900
PF10_0218	PF3D7_1022500
PF11_0041	PF3D7_1102900
MAL13P1.219a	PF3D7_1344400
PF11_0102	PF3D7_1109000
PF11_0102.1	PF3D7_1109000
MAL1P1.18	PF3D7_0102700
PFA0135w	PF3D7_0102700
PF10_0067	PF3D7_1006700
PF10_0322	PF3D7_1033100
PF10_0162	PF3D7_1016700
PF13_0258	PF3D7_1349300
PF11_0239	PF3D7_1122800
PF11_0368a	PF3D7_1135700
PFD0028w	PF3D7_0400600
PF02_0018	PF3D7_0201800
PFB0090c	PF3D7_0201800
MAL3P7.20	PF3D7_0321600
PFC0955w	PF3D7_0321600
2270.t00336	PF3D7_0604800
MAL6P1.51	PF3D7_0604800
PFF0235c	PF3D7_0604800
PF3D7_11_snoR13	PF3D7_1130300
PF3D7_11_snoR13.1	PF3D7_1130300
1396.pre-tRNA-Met-1	PF3D7_1438300
MAL14_tRNA.Met1	PF3D7_1438300
MAL14_tRNA.Met1:tRNA	PF3D7_1438300
PF14_0493	PF3D7_1451800
PFI1630c	PF3D7_0933700
PF14_0703	PF3D7_1473400
MAL13P1.286	PF3D7_1358200
PF13_0311	PF3D7_1358200
PF07_0113	PF3D7_0727500
2277.t00142	PF3D7_1214600
MAL12P1.141	PF3D7_1214600
PFL0705c	PF3D7_1214600
MAL7P1.202	PF3D7_0706000
MAL4P1.23	PF3D7_0402400
PFD0115c	PF3D7_0402400
MAL5P1.62	PF3D7_0506200
PFE0305w	PF3D7_0506200
PF02_0147	PF3D7_0215600
PFB0710c	PF3D7_0215600
ORF79	PF3D7_API03800
PFC10_API0020	PF3D7_API03800
2277.t00224	PF3D7_1223300
MAL12P1.224	PF3D7_1223300
PFL1120c	PF3D7_1223300
MAL13P1.226	PF3D7_1345400
PFI0185w	PF3D7_0903800
PFI1360c	PF3D7_0927700
2277.t00172	PF3D7_1217800
MAL12P1.172	PF3D7_1217800
PFL0860c	PF3D7_1217800
2277.t00170	PF3D7_1217600
MAL12P1.170	PF3D7_1217600
PFL0850w	PF3D7_1217600
PF13_0360	PF3D7_1369100
MAL3P7.52	PF3D7_0324600
PFC1105w	PF3D7_0324600
MAL8P1.33	PF3D7_0824300
PFI0585c	PF3D7_0912000
PFI0125c	PF3D7_0902600
1837.m00005	PF3D7_0703400
PF07_0013	PF3D7_0703400
2277.t00361	PF3D7_1237300
MAL12P1.359	PF3D7_1237300
PFL1805c	PF3D7_1237300
PF14_0090	PF3D7_1409300
PF14_0026	PF3D7_1402400
2277.t00296	PF3D7_1230700
MAL12P1.296	PF3D7_1230700
PFL1480w	PF3D7_1230700
MAL8P1.24	PF3D7_0826000
PF10_0415	PF3D7_1037900
2277.t00335	PF3D7_1234700
MAL12P1.334	PF3D7_1234700
PFL1675c	PF3D7_1234700
PF13_0104	PF3D7_1319000
MAL13P1.79	PF3D7_1315400
MaL13P1.80	PF3D7_1315400
PF11_0423	PF3D7_1141200
PF14_0300	PF3D7_1432000
2277.t00435	PF3D7_1245300
MAL12P1.433	PF3D7_1245300
PFL2175w	PF3D7_1245300
PF13_0313	PF3D7_1358500
MAL13P1.112	PF3D7_1320300
PF10_0232	PF3D7_1023900
2270.t00016	PF3D7_0612200
MAL6P1.303	PF3D7_0612200
PFF0595c	PF3D7_0612200
PF10_0378	PF3D7_1038800
2270.t00140	PF3D7_0625300
MAL6P1.175	PF3D7_0625300
PFF1225c	PF3D7_0625300
2277.t00346	PF3D7_1235800
MAL12P1.344	PF3D7_1235800
PFL1730c	PF3D7_1235800
PF13_0119	PF3D7_1320600
MAL5P1.59	PF3D7_0505900
PFE0290c	PF3D7_0505900
PF02_0202	PF3D7_0221700
PFB0970c	PF3D7_0221700
PFC0486c	PF3D7_0311500
MAL7P1.228	PF3D7_0831700
MAL5P1.153	PF3D7_0515300
PFE0765w	PF3D7_0515300
PF13_0238	PF3D7_1343700
2277.t00373	PF3D7_1238500
MAL12P1.371	PF3D7_1238500
PFL1865w	PF3D7_1238500
PF08_0018	PF3D7_0827100
PF14_0622	PF3D7_1465500
MAL3P6.29	PF3D7_0319200
PFC0850c	PF3D7_0319200
PF13_0191	PF3D7_1334300
MAL13P1.164	PF3D7_1330600
PF02_0170	PF3D7_0217900
PFB0835c	PF3D7_0217900
MAL8P1.119	PF3D7_0808600
PF08_0107	PF3D7_0808600
PF11_0253	PF3D7_1124200
2277.t00009	PF3D7_1200900
MAL12P1.9	PF3D7_1200900
PFL0045c	PF3D7_1200900
MAL7P1.176	PF3D7_0731500
PF07_0128	PF3D7_0731500
