Name,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP24,TP25,TP26,TP27,TP28,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48
PF3D7_1318700,1.532,1.89226024,0.88033046,1.0297206,0.93280719,0.58976927,0.598,0.71285107,0.50235855,0.57034909,0.522,0.48271247,0.55816251,0.451,0.617045981,0.45439907,0.57542097,0.718,0.84304198,0.895,0.62888763,0.54904459,0.70639127,0.679745,0.90164692,0.848,0.78881754,0.67145005,0.866,0.94110607,1.23903589,1.00018064,1.39850954,2.11269116,1.78820013,1.38986563,1.78970109,2.61560298,2.10745586,2.60944896,1.3475322,1.70820484,0.9989218,1.10140117,1.4262623,1.2399389
PF3D7_1319400,0.52175,0.521301425,0.532809555,0.37191382,0.32575187,0.258737483,0.21275,0.264950878,0.16170479,0.234690933,0.14375,0.164561063,0.249891648,0.18725,0.240336467,0.23391623,0.380051868,0.44925,0.500273453,0.65525,0.635390175,0.814914968,1.193332145,1.23273755,1.787719895,1.485,1.811659215,1.991266215,2.008,1.6943294,1.41115029,1.530292885,1.735392605,1.568896778,1.49286728,1.196676115,0.699069261,0.81408852,0.534256533,0.607068335,0.572701175,0.590693785,0.55916655,0.65413601,0.6394892,0.649234775
PF3D7_1319700,0.5515,0.552684115,0.669470403,0.454139685,0.42987069,0.281884344,0.386785715,0.371819325,0.413209415,0.2990479,0.679,0.2891112,0.348851575,0.6445,0.685653434,0.348100065,0.538703665,0.9475,0.90719543,1.0415,0.899671595,1.069093625,1.720870175,1.39427695,1.282387825,1.773,1.79231323,2.13582076,2.0925,1.80510307,1.670494255,1.23994437,1.310982445,1.19047613,1.248106775,0.962742875,0.65543876,0.81707708,0.737552665,0.643889955,0.693797,0.81722518,0.75033955,0.771324635,0.667813,0.63644895
PF3D7_1371700,2.261,1.90039646,0.96081788,0.93610963,0.65393927,0.648112,0.512,0.47128693,0.44769778,0.38074654,0.291,0.34202886,0.43998014,0.42,0.526972423,0.52448633,0.73544284,0.853,0.8183676,0.935,0.84254224,0.80906911,0.98515873,0.7573159,0.60492308,0.545,0.48926657,0.50919043,0.586,0.76507178,1.00642353,1.40074641,1.84480143,2.26028875,2.31945564,2.38236518,2.50531977,4.03816594,3.84414511,3.90504938,2.2993028,2.22975374,1.9048406,1.29738403,1.4615098,1.2649423
PF3D7_1320300,0.539,0.53931739,0.56424991,0.53257048,0.4469194,0.64557539,0.7,0.71521932,0.91101288,0.88327035,1.151,0.80538122,1.04085921,0.907,1.114555117,0.87725886,1.13659342,1.34,1.37354156,1.561,1.41569394,1.30573467,2.02083841,1.7601397,1.62214472,1.419,1.46363923,1.51233143,1.25,1.40902608,1.01955492,1.00182575,0.973378,0.71967245,0.8916451,0.62992594,0.49713917,0.65150991,0.41625948,0.46271444,0.4479634,0.39906403,0.5052018,0.53522824,0.5576648,0.7398719
PF3D7_1320500,0.349,0.34753427,0.34039445,0.51992036,0.4493549,0.37795967,0.569,0.85731588,1.0099229,1.26864135,1.224,1.12030586,1.59759782,1.248,1.308171203,1.19265157,1.32949658,1.471,1.23372,1.393,1.18996319,1.05412816,1.2413722,1.3251029,1.34509327,1.309,1.29555794,1.35634702,1.393,1.13745187,1.12460565,1.04377412,0.95125583,0.7616893,0.72176119,0.57499054,0.37023785,0.5212079,0.35029487,0.30239366,0.3860498,0.42672193,0.4305697,0.56731901,0.4468871,0.5625754
PF3D7_1321100,1.262,1.07863478,0.64725253,0.63883156,0.63932607,0.58342767,0.394,0.5518083,0.32015597,0.31908719,0.224,0.15359033,0.18937657,0.146,0.146474762,0.0665829,0.08987528,0.233,0.10034256,0.183,0.0873197,0.12440022,0.19306224,0.2087217,0.3672162,0.463,0.65568376,1.05154991,1.195,1.71670985,1.34033486,1.87369382,2.97592068,3.87308766,4.2961975,4.13755126,3.46950811,3.52532588,2.16318449,2.67592328,1.6085408,1.62391407,1.1906688,1.20455005,1.0725291,1.213799
PF3D7_1321200,1.044,1.07631017,1.05723504,1.63566179,1.16905341,1.29115079,1.025,1.33807593,2.26321628,1.76962363,1.583,1.67916817,1.64743371,1.326,1.341001783,1.22068639,1.02589343,1.492,1.02563254,1.041,0.9122122,0.72021178,0.82276992,0.791703,0.67705483,0.816,0.68231051,0.86777521,1.056,0.74927386,1.11335024,1.12931586,1.10803502,1.06119371,1.31095402,1.02729196,1.07800707,1.00416201,0.75063189,0.62824891,0.8206593,0.88900404,1.0471456,1.25612445,1.0473524,1.1149222
PF3D7_1321300,1.4565,1.65049726,1.547704875,2.008840645,1.29387425,1.67672032,1.6045,2.0278363,2.062793545,2.491808915,2.389,1.70949907,1.95997634,2.1955,1.793894964,1.7650308,1.731743185,1.7895,1.647427455,1.2985,1.069201905,1.157483205,0.893589455,1.2771209,1.00246746,0.8845,0.70311267,0.779921945,0.643,0.67066029,0.61342125,0.659658625,0.705025795,0.659340665,0.652040035,0.475648995,0.508259405,0.70291343,0.527716925,1.041433335,0.9851553,0.89756483,1.1269446,0.79080834,0.891886,1.1075348
PF3D7_1321500,0.9965,0.872322685,0.69546109,0.64768665,0.47005691,0.65508781,0.4675,0.4256976,0.406051475,0.359165775,0.3085,0.21618806,0.282640965,0.2945,0.224342096,0.194492155,0.25811743,0.359,0.262371115,0.2625,0.268926095,0.26049219,0.455590795,0.49861295,0.631152815,0.8025,0.988518135,1.21694718,1.506,1.7182144,2.016598985,2.06904147,2.46999492,2.69715572,2.57428156,2.47071965,2.04481197,2.17150042,1.41368997,1.397267265,1.02825205,1.13726663,1.0442752,0.995960015,1.1090354,0.93421615
PF3D7_1321600,1.0425,1.27506724,0.826253035,1.04173821,1.057628025,0.719772165,0.6595,0.87389385,0.629900345,0.79232275,0.6965,0.631140085,0.788831745,0.5745,0.603997959,0.601582315,0.69488933,0.6675,0.620972395,0.7075,0.590801365,0.75061036,0.836302335,0.8988628,0.889761555,0.9015,1.020553455,1.165848805,1.191,1.132938185,1.163061725,1.1239695,1.56971638,2.01465192,2.018476305,1.64531522,1.54440207,1.78059446,1.13390908,1.369243765,1.0288591,1.186655695,1.03164515,1.148391235,1.3299613,1.14276685
PF3D7_1321700,0.819,1.47498668,1.16958193,1.97089021,1.91067172,1.25183281,1.144,1.31794564,1.03595182,1.5291521,1.487,1.41974253,1.84677762,1.181,1.322481922,1.23587198,1.39745097,1.375,1.32830521,1.307,1.01532382,1.42265217,1.47773809,1.1947518,1.15164897,1.165,1.14162197,0.96638599,1.787,0.7116597,0.77943892,0.63416063,0.60499485,0.58715795,0.55285927,0.44131437,0.4866731,0.38971051,0.396015171,0.40275707,0.4576754,0.5478899,0.6785779,1.05555718,0.9844105,1.0933284
PF3D7_1322000,0.809,0.51607097,0.74870014,0.40733418,0.40307988,0.44391234,0.282,0.28537725,0.27070098,0.25588633,0.255,0.20779867,0.3474277,0.281,0.253384508,0.15886446,0.39457442,0.459,0.48526318,0.632,0.5146289,0.77072016,1.26753477,1.327502,1.51148806,1.668,1.67249285,1.84402226,1.867,1.78968122,1.79899384,1.83256781,1.79382415,1.66558929,1.31684587,1.21315679,0.77056571,0.77344387,0.62438926,0.61521472,0.6992599,0.75334863,0.6751334,0.55356583,0.5727709,0.5557563
PF3D7_1322100,2.117,2.44436308,3.27147578,2.87031456,2.3904708,2.10287621,1.862,2.14921054,1.78558526,2.21202945,2.059,1.6288318,2.07175128,1.399,1.728233855,1.09569753,1.30209548,1.646,1.16463169,0.932,0.65675565,0.69308694,0.6721092,0.6133699,0.58033274,0.632,0.49425907,0.44016284,0.406,0.37313236,0.20259785,0.38822803,0.24238268,0.25317819,0.32700201,0.34700862,0.34276437,0.5355531,0.55387531,0.77292865,1.1290135,1.05363442,1.808393,2.26469157,1.9033615,1.9650361
PF3D7_1322200,0.6445,0.645088685,0.552512175,0.50663771,0.44996379,0.35386156,0.264,0.314980715,0.22384889,0.276696375,0.2455,0.28201248,0.34956351,0.278,0.413749115,0.515141345,0.48280563,0.665,0.6608627,0.6655,0.70691802,1.062078585,0.965311195,1.13197535,1.233616895,1.2105,1.5073238,1.66517818,1.888,1.949165225,1.36284572,1.65367049,1.84480143,2.079293225,2.06266578,1.710779855,1.207524915,1.31975586,0.73698401,0.814638125,0.66526815,0.64008292,0.77617375,0.627489185,0.57591795,0.70407165
PF3D7_1322200,0.559,0.67995835,0.55335062,0.37317882,0.53703394,0.41220431,0.265,0.2368276,0.11843167,0.19114401,0.233,0.23361217,0.3018634,0.358,0.436898866,0.42169168,0.49102594,0.727,0.6662088,0.594,0.52856288,1.04009807,1.00229971,1.2243407,1.24673178,1.39,1.62839232,1.54818987,1.736,1.59860138,1.46602051,1.25351595,1.90347342,2.39926736,2.35578914,1.82110848,1.15126967,1.35203251,0.90303291,0.93455287,0.6312763,0.85739502,0.6980971,0.46531618,0.5186408,0.4171014
PF3D7_1322500,0.9795,0.89615026,0.667374365,0.678679485,0.53155398,0.35766652,0.317,0.349320715,0.288270515,0.35299983,0.16,0.178113145,0.2000557,0.153,0.139361476,0.11447586,0.141868678,0.1775,0.145350494,0.173,0.26567484,0.318483265,0.51468227,0.56178925,0.678284385,1.002,1.298470225,1.601977595,1.8975,2.20494147,2.405849385,2.432182685,2.522895855,2.75102337,3.04268983,2.334296695,2.225352005,1.877424405,1.11229992,1.252587615,1.02764505,0.99700155,0.9696431,0.848113235,1.0039225,0.82454235
PF3D7_1302500,1.041666667,0.996497407,1.165669337,1.39151428,1.241307427,1.233653573,1.034666667,1.22676696,1.219889673,1.380655823,1.135,0.841950307,0.93976345,0.753,0.901016223,0.683350793,0.872447843,1.078333333,1.03577648,1.178333333,1.082206947,1.02357374,1.706585987,1.407472,1.249190803,1.482333333,1.429523727,1.40804302,1.291666667,1.225970543,0.814143213,0.74492623,0.840003463,0.721468067,0.734854353,0.70653028,0.48580093,0.553086093,0.445071627,0.518327093,0.658793533,0.52462214,0.871473167,0.990993597,0.967626067,1.038396767
PF3D7_1323700,1.5455,1.06759276,0.697557135,1.03478062,0.63810832,0.492742715,0.4335,0.417408655,0.54530629,0.3029016,0.1925,0.173595785,0.15235559,0.0745,0.079130043,0.065414775,0.06631042,0.0555,0.0452364,0.0425,0.05805831,0.05565273,0.10916136,0.13634885,0.20737878,0.35,0.5333671,0.89870318,1.173,1.597849145,2.404911505,2.56090668,2.664766585,3.577353975,3.33384924,2.87586822,4.608349265,3.10812063,2.35994113,2.478455015,1.4956394,1.37499293,1.4300656,1.169594035,1.4589921,1.1620876
PF3D7_1324100,0.751,0.69274393,0.52484465,0.58570102,0.39333779,0.38176462,0.376,0.33747933,0.39824277,0.52256306,0.159,0.2942739,0.26626632,0.216,0.32493828,0.30721584,0.48444968,0.483,0.77148626,1.025,0.85740514,1.04945146,1.53367204,1.6049979,1.657391,1.729,1.71908966,1.55087928,1.61,1.84535025,2.07381405,2.16404226,2.1054589,2.06636495,2.4186365,1.67003616,1.28602054,1.0926239,0.66647013,0.79247994,0.7502476,0.84027345,0.7933965,0.51345237,0.6306773,0.6569063
PF3D7_1324200,0.709,1.086189885,1.299954735,1.14040924,1.77489108,1.62662172,0.9975,1.59148145,0.71254221,1.74495993,1.241,1.674005465,2.00554055,1.204,1.060258458,1.31764051,1.5498006,1.1505,1.146537115,1.0965,1.05851912,1.53021622,1.280616115,1.49983735,1.595915035,1.1525,1.585123855,1.28418182,1.193,0.986995275,0.98250578,0.637861935,0.85074394,0.865653935,0.824869925,0.636335045,0.4847107,0.634773865,0.500421235,0.56438131,0.63309735,0.876492135,0.71991265,1.032062185,0.9327982,0.8864825
PF3D7_1324300,0.89225,0.951360555,1.192009403,0.743827633,0.62471292,0.775895373,0.5345,0.620192275,0.421668825,0.593856728,0.7345,0.50400859,0.696279265,0.6065,1.036687809,0.766287363,1.047814225,1.53075,1.519988731,1.5805,1.517876498,1.83233105,2.265098163,2.07961985,2.15329676,1.969,1.603221703,1.752134943,1.55525,1.0962644,0.709326965,0.870017345,0.720896075,0.670383518,0.74606539,0.683487935,0.52134201,0.725028903,0.517452621,0.513873718,0.767243575,0.643704763,0.862574725,0.915446573,0.940665925,0.723847048
PF3D7_1324500,0.576,0.527984775,0.52337745,0.51739032,0.4262174,0.367178928,0.45475,0.442571578,0.46396586,0.424678845,0.3645,0.300404613,0.38088897,0.405,0.5377055,0.474841183,0.632689085,0.83625,0.870595073,1.229,1.08522597,1.360452018,1.811762845,1.785730125,1.84571223,1.92675,1.983276963,1.98768036,1.79975,1.69180923,1.40012933,1.245085098,1.1325619,1.192630903,1.054164098,0.859052308,0.608341378,0.65509619,0.46942925,0.515828853,0.54417235,0.588718205,0.5827044,0.519755903,0.546964675,0.561438925
PF3D7_1324700,1.243,1.38897485,1.37834608,1.98354033,1.30300754,1.54354667,1.361,1.34162837,1.82723165,1.70025692,1.521,1.05190012,1.2117253,0.851,0.807294824,0.6027504,0.65762403,0.562,0.49760042,0.6,0.45239036,0.39471347,0.57016515,0.5238035,0.62049703,0.756,0.68896722,0.89018674,1.124,1.12240622,1.14805445,1.47559552,1.49757869,1.40056015,1.47789194,1.21315679,1.45086141,1.1691315,0.70172704,0.96713836,0.8243013,0.82973708,1.0781467,1.42918543,1.1921187,1.178567
PF3D7_1325600,0.756,0.70552945,0.45357982,0.73750258,0.37263578,0.38176462,0.286,0.33984761,0.32015597,0.22351517,0.205,0.16649707,0.17513774,0.172,0.25506813,0.19624433,0.28058625,0.359,0.51322753,0.823,0.66140031,0.67063879,1.07086395,0.9620391,1.29017475,1.305,1.16325623,1.45226844,1.699,1.42181486,1.96688733,2.00611887,2.11603925,2.33247137,2.55807876,1.66545822,1.8067085,1.54927858,0.97923338,1.17698916,0.7866675,0.87056544,0.882955,0.6796367,0.8459385,0.6512237
PF3D7_1302700,1.47,1.62841315,2.05075094,1.59897651,2.0860298,1.77564937,1.54,2.21433807,1.44720905,2.40317358,1.912,2.19543814,2.77087824,1.607,1.913431859,1.83511807,2.37073464,1.747,1.45003225,1.423,1.34230823,1.32163541,1.1295043,0.9892289,0.89099108,0.697,0.79048169,0.4509204,0.363,0.29940864,0.23073644,0.18917891,0.25873388,0.34367593,0.36038961,0.39095692,0.38462873,0.5092536,0.55842461,0.83288602,1.045248,1.25909307,1.179187,1.24237131,1.3192611,1.3706383
PF3D7_1325900,0.563,0.5765117,0.50220757,0.43136942,0.38724894,0.39952111,0.222,0.30077106,0.30974439,0.30521383,0.277,0.27620445,0.3474277,0.262,0.391441188,0.20208492,0.36936549,0.69,0.42439966,0.597,0.5229893,0.59487622,1.04019048,1.023616,1.37788039,1.434,1.58845221,2.18198852,2.533,1.91832161,1.25310518,1.57841015,1.78228215,1.33591897,1.5201174,0.98700597,0.78495663,0.77942102,0.46402696,0.64128315,0.7053299,0.67037489,0.7440245,0.85498984,0.8069145,0.6091726
PF3D7_1326000,0.823,0.76713255,0.47789369,0.62618144,0.40795095,0.39825281,0.244,0.24156415,0.26809808,0.17264621,0.12,0.12648615,0.14523617,0.088,0.144791153,0.10746713,0.18413472,0.262,0.23851919,0.457,0.54807045,0.46954066,0.85254119,0.911658,1.03771364,1.284,1.23065517,1.6423184,1.785,1.76786498,2.10101473,2.03901972,2.2064517,2.28506789,2.31258176,2.10127912,2.05396984,2.05972767,1.25901434,1.68532333,0.8886429,0.98909928,0.9495498,1.00627495,0.9881871,0.7194146
PF3D7_1326100,0.6045,0.63055969,0.52987512,0.750152705,0.622277395,0.639867945,0.6295,0.87389385,1.088009685,1.102931795,1.084,0.97445966,1.322788225,1.007,1.275761547,1.18564287,1.243457405,1.21,1.352979635,1.6185,1.590333305,1.304799335,1.76372284,1.3578906,1.408208565,1.4775,1.43410018,1.32721203,1.295,1.23788168,1.19495211,0.933968065,0.92672898,0.80963151,0.860221475,0.73659214,0.722814175,0.7005226,0.51918703,0.614562995,0.5523668,0.57027962,0.61427955,0.645253765,0.6665542,0.6557697
NA,0.665,0.71017874,0.64054524,0.76027283,0.55651813,0.90304457,0.721,0.87389382,1.16219218,1.07441439,1.143,0.69954584,0.92694852,0.788,1.278707916,0.87959514,0.93821025,1.229,1.64002509,1.565,1.50394249,1.24306686,1.77094013,1.681769,1.54181623,1.819,1.43035582,1.43164982,1.408,1.40451235,1.20902145,1.25680597,1.1715163,0.85757379,0.81799601,0.66563393,0.43434264,0.45187291,0.38896379,0.45489394,0.4248975,0.43330714,0.6246132,0.73350334,0.741455,0.7955612
PF3D7_1326400,0.7975,0.91765322,1.100413125,1.607199025,1.3754644,1.195392535,1.4325,1.619308725,2.15844987,2.14420429,1.7585,1.520415115,1.97492714,1.4465,1.634372181,1.3299058,1.29825942,1.5515,1.42247916,1.4445,1.392935065,1.142517795,1.20979658,1.24713215,1.21066588,1.163,1.096689365,1.03182773,0.961,0.91628069,0.99657506,0.72011365,0.64827746,0.53652229,0.52585456,0.40697977,0.317907425,0.36341103,0.27238839,0.363002755,0.4218626,0.527475725,0.7939706,0.739806895,0.82327945,0.9347844
PF3D7_1329400,0.567,0.612543693,0.786987513,0.857257163,0.79438806,1.015079583,0.917666667,1.22124101,1.281057667,1.49780863,1.429,1.2050602,1.478466197,1.328666667,1.392632706,1.309852997,1.504862903,1.672333333,1.68443909,1.957333333,1.521282607,1.53458114,1.61396427,1.4114705,1.282251207,1.453,1.142454097,1.1187846,1.006,0.817982387,0.662507457,0.63087054,0.52388001,0.433455433,0.526672887,0.504184897,0.631890047,0.537943937,0.4060236,0.509637617,0.635323,0.501793387,0.838941267,1.008376106,0.916852967,0.757298497
PF3D7_1329200,0.5635,0.586972605,0.503884395,0.39341903,0.28373901,0.318982725,0.24,0.331558645,0.19391561,0.299818635,0.233,0.212961375,0.28264097,0.333611111,0.309785713,0.248809775,0.401698665,0.533,0.846331905,0.9285,0.984668985,1.139244115,1.788081115,1.6753714,1.90452419,1.9405,1.905060895,1.862399895,2.095,1.541804045,1.53824291,1.490400785,1.517777215,1.22979959,1.15138094,0.873015065,0.5900257,0.62999215,0.430475995,0.471186685,0.5481178,0.59727898,0.833583,1.157560015,1.0851175,1.04275345
PF3D7_1329100,0.764,0.56372619,0.54496648,0.53510051,0.37263578,0.41093601,0.422,0.49615382,0.69887704,0.77999088,0.783,0.94477409,1.36835256,1.137,1.653312865,1.27208375,1.54212822,1.533,1.37847648,1.359,1.02089735,0.94095208,1.1231892,0.927652,0.85656452,1.133,1.06174176,1.15643595,1.057,1.54518921,0.92857348,0.98866545,1.10226408,1.01163542,1.09982656,0.98334366,1.06623271,1.1691315,0.76655438,0.88762969,0.7320378,0.5663285,0.789952,0.73006509,0.8144676,0.6080361
PF3D7_1327500,1.233,0.98797373,0.89709874,0.80075325,0.6636814,0.49210856,0.591,0.55654486,0.62990034,0.47477707,0.647,0.37171438,0.36736205,0.58,0.377972242,0.16470506,0.14138915,0.342,0.17518824,0.211,0.17928407,0.19455072,0.42762385,0.4374359,0.46229896,0.715,0.90364537,1.18870859,1.36,1.79043363,2.14228458,2.11798131,2.41036106,2.63197591,3.34759701,2.5242816,2.84939242,2.01430117,1.58201355,1.62406263,1.2686226,1.26831241,1.1309632,0.94094726,1.0335052,1.0490042
PF3D7_1329900,1.15,1.19719163,0.74953853,1.12080149,1.10207639,0.96899724,0.543,0.83244902,0.92793171,1.0697899,0.349,0.6595349,0.61227013,0.225,0.228130237,0.42052358,0.4493764,0.172,0.1562712,0.18,0.2396647,0.24599443,0.4537865,0.4742221,0.58852952,0.714,1.0500925,1.20753432,1.516,1.3894667,2.15354009,1.57676513,2.37284942,3.06938152,3.02354105,2.40433927,2.45037289,2.00712867,1.55016856,1.44288704,1.2552688,1.45533254,0.9931809,1.14380683,1.2966021,1.0137723
PF3D7_1330000,0.598,0.5765117,0.5206526,0.75268277,0.61497081,0.76099263,0.711,0.89047175,1.14527335,1.25168497,1.373,1.15257278,1.20318202,1.152,1.38898483,1.03261897,1.10809648,1.278,1.12844254,1.463,1.39804416,1.02887402,1.44886891,1.4178681,1.33689648,1.616,1.3538039,1.28283712,1.389,1.32627494,1.17525513,1.08901251,0.956065,0.99439772,0.84745562,0.62992594,0.66198004,0.50686274,0.42422073,0.4418597,0.5062351,0.50706154,0.7279499,0.63723104,0.6898426,0.7932882
PF3D7_1303200,0.488,0.35567053,0.32614149,0.40986421,0.30931207,0.33737339,0.289,0.34695245,0.39954424,0.34066797,0.395,0.21167071,0.31325448,0.329,0.401542891,0.36912625,0.51842691,0.718,0.58642824,0.858,0.87505486,0.8904437,1.49127048,1.5650129,1.62296444,1.883,1.88051435,2.01076429,1.719,2.20418924,2.01941292,1.59732804,1.30905874,1.38763194,1.3463056,0.7855762,0.6973031,0.63836013,0.50951982,0.50703077,0.6009265,0.49520815,0.6406878,0.58451048,0.5576648,0.5955344
PF3D7_1330100,0.496,0.47771436,0.43681163,0.50980024,0.32270744,0.33991004,0.205,0.23445932,0.25508361,0.27438416,0.257,0.2271588,0.32606944,0.291,0.463836758,0.31422454,0.48554571,0.588,0.76490641,0.962,0.887131,0.87828427,1.42541284,1.4922402,1.59263626,1.652,1.63172062,1.60556345,1.798,1.8265431,1.65642503,1.6581943,1.64666324,1.30575306,1.18722348,1.03644785,0.66852134,0.6742231,0.49700928,0.5591676,0.5390129,0.50442745,0.5809821,0.65900691,0.6734778,0.5512103
PF3D7_1330200,0.467,0.46144185,0.42675069,0.44654957,0.27156138,0.31834855,0.259,0.24393243,0.26679663,0.30213086,0.261,0.29169254,0.37448151,0.303,0.394808431,0.36562187,0.52500316,0.539,0.67690105,0.997,0.99767404,0.90353846,1.72312557,1.5162312,1.63443989,1.595,1.85804807,1.93097919,2.118,1.9281013,1.73052331,1.61542338,1.48507481,1.38870934,1.33550369,0.91101205,0.67898745,0.71128148,0.51293178,0.60348392,0.5547948,0.48598885,0.5591666,0.66244523,0.6495599,0.6159917
PF3D7_1330600,0.329,0.33939802,0.32781831,0.30992819,0.23868174,0.18390654,0.407,0.18354139,0.1275418,0.1926855,0.195,0.14584627,0.23066921,0.381,0.530339666,0.45206282,0.69379334,0.814,1.20328829,1.211,1.63120639,1.26457968,2.14984719,1.7849305,1.96067214,2.186,2.22915831,2.04482973,2.183,1.66104082,1.51104223,1.09723767,1.00319493,1.06873515,1.03010544,0.84234282,0.66590485,0.5905429,0.46288965,0.51745816,0.509877,0.5017934,0.475349,0.49282258,0.5287115,0.3739138
PF3D7_1330700,0.487,0.47887666,0.42926594,0.43389945,0.26790808,0.232610074,0.231,0.25577381,0.19261416,0.17572918,0.176888889,0.10067265,0.22924532,0.2729,0.503401774,0.28151716,0.36169321,0.986,0.86278154,1.238,0.59916177,1.20752395,1.39293507,1.4426588,1.35083099,1.888,1.60259764,1.90856755,1.893,2.49381819,1.6114033,2.05300247,2.06506196,1.69360052,1.61046031,1.16279928,0.67113791,0.82484739,0.51179444,0.63346261,0.517161,0.40696627,0.6831707,0.60170195,0.4758404,0.5614389
PF3D7_1331100,1.1125,1.084446425,1.11801971,1.490185285,1.01865957,1.440812625,1.0995,1.550628685,1.531152425,1.75960398,1.398,1.077713635,1.282919475,1.178,1.245035538,1.011008725,1.004520665,1.007,0.80849785,0.886,0.7250322,0.702907995,0.576480235,0.6653504,0.66926791,0.707,0.593277315,0.751235155,0.6525,1.22847815,0.929511415,1.292585465,1.348974965,1.680133605,1.60555043,1.6508088,1.89567019,1.88878096,1.25162178,1.438976745,0.92870465,1.12277915,1.3175435,1.46815284,1.30793165,1.2808536
PF3D7_1331300,0.5995,0.602082805,0.51268771,0.60024869,0.370809135,0.42171674,0.299,0.32326967,0.29998353,0.235847055,0.24,0.21489739,0.299727575,0.2995,0.424271731,0.31364049,0.42252342,0.548,0.526798435,0.77,0.797953445,0.743127625,1.233252705,1.1235785,1.245092395,1.502,1.58387572,1.73241282,1.8805,1.97060526,2.008157405,1.820641395,1.677922885,1.672053395,1.489675815,1.084058575,0.99624075,0.845767445,0.66248946,0.71036443,0.7107929,0.62888802,0.623465,0.660726055,0.70117215,0.5898518
PF3D7_1332000,1.7165,1.361660185,1.31211165,1.48386022,1.13739159,1.598084525,1.1935,1.673779075,2.016592115,1.641680455,1.4,1.05254549,0.84293934,0.9245,0.849385284,0.853896425,0.984791935,0.6515,0.830704795,0.7885,0.859727495,0.986783705,0.685190515,1.0028238,0.906564975,0.799,0.641122265,0.642315005,0.6095,0.834281825,1.43459912,1.30903579,1.469685405,1.24057312,1.195079345,1.06345776,1.18920926,1.430333195,1.12992841,1.53608164,1.3353923,1.637742965,1.18607615,0.68364806,0.90950975,0.8955746
PF3D7_1332400,1.237,1.33434566,1.21401764,1.62301167,1.18123111,1.62598745,1.254,1.53227461,1.63461749,1.7834969,1.799,1.79920102,2.02191522,1.31,1.809047482,1.28610116,1.40183521,1.482,1.55613213,1.474,1.33023209,1.0522575,1.32617523,1.1771584,1.02623809,0.971,0.93609675,0.87942923,0.814,0.65975217,0.58434474,0.5371036,0.52900981,0.46649428,0.47528219,0.31587855,0.41864351,0.46860894,0.49473464,0.73252257,0.868005,0.91797901,0.9495498,0.96616145,1.0486112,1.0058166
PF3D7_1333300,0.818,1.078053665,0.839667625,1.425669695,1.033881645,1.232173865,1.103,1.426294245,1.785585255,1.68869571,1.461,1.559135405,1.49436624,1.099,1.215993075,1.08927284,1.030277595,0.905,1.04701704,0.9965,1.18253171,0.965738575,0.950876655,1.1403722,1.077468075,1.0315,0.952738455,1.044378195,1.041,1.11714027,1.246539535,1.04747542,0.96520244,0.88881707,0.87249634,0.66059819,0.58021375,0.52718507,0.367354685,0.394284865,0.4540334,0.546572855,0.6998194,0.67906366,0.76411405,0.8927333
PF3D7_1333400,1.175,1.18905541,1.523391,1.76216312,2.02635934,2.31849072,1.707,2.5376076,2.24239325,2.4185884,1.764,2.00570898,1.89234183,1.364,1.209679564,1.3094637,1.22427666,0.884,0.94996438,0.941,1.05805474,1.01484394,0.76052088,0.9580406,0.97623768,0.846,0.77467206,0.80591933,0.684,0.76507178,1.01392717,0.75753816,0.93394277,0.83279464,0.71979718,0.5566787,0.65020573,0.53077137,0.4014743,0.53831286,0.5778607,0.74544632,0.7290981,0.89395719,0.8635622,1.0205914
PF3D7_1334800,0.859,0.63346551,0.75959948,0.60088117,0.57234908,0.65191699,0.623,0.63825035,0.45941077,0.48865043,0.443,0.30976199,0.37448151,0.439,0.394808431,0.34576382,0.52829127,0.556,0.40054775,0.477,0.52391822,0.49198886,0.6784243,0.8204922,0.93115537,0.942,1.20985304,1.55536158,1.605,1.39021902,1.58232674,1.32260737,1.67070912,1.51260506,1.45628824,0.91833679,0.83728702,0.86549202,0.80749789,0.85113391,1.6959482,1.52776984,1.6097567,2.11684486,1.2600959,1.5036106
PF3D7_1335300,2.969,2.4153052,1.58962538,2.02402083,1.43817928,0.8523117,1.047,0.90941799,0.71449444,0.65358921,0.743,0.48400312,0.39726366,0.249,0.196141493,0.14835137,0.16769412,0.16,0.11021232,0.062,0.16163434,0.2057748,0.07397712,0.0415844,0.06393496,0.2,0.09319363,0.16494901,0.303,0.50703876,0.77005939,1.20251986,1.71783911,2.59857778,2.65529555,3.00679749,3.94964003,4.67293968,5.8355941,8.58433066,4.6605191,4.13814905,3.1575115,2.36096387,3.2301757,2.1764281
