Name,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP24,TP25,TP26,TP27,TP28,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48
PF3D7_1022500,1.697,1.36340368,1.13688392,1.28019311,1.04849481,1.24675952,0.78,0.99941245,0.91101288,1.12682481,0.706,0.92412333,1.17185655,0.66,0.696176061,1.03962767,0.90423299,0.565,0.60452281,0.683,1.05898361,0.9671416,0.96621334,0.8388853,1.02132008,1.1,1.00765612,1.1967768,1.339,0.94261061,0.92106984,0.96810255,0.98684376,1.08812753,0.98787997,0.87255728,1.21275793,1.08306051,1.04860995,1.89256732,2.251957,1.95185772,1.7831328,1.63433717,2.092187,1.38314
PF3D7_1022600,1.852,2.14971454,2.08261041,2.364309245,1.958164485,2.35654047,1.8555,2.78154028,2.37904513,2.982771635,2.3445,2.17607811,2.62991375,1.604,1.795157687,1.72940312,1.684065435,1.4115,1.29334979,1.244,0.996745125,0.879687235,0.921556435,0.7285267,0.7004157,0.6405,0.574555375,0.41819952,0.3595,0.283610685,0.287951565,0.23729615,0.290474475,0.297888375,0.36284458,0.312673985,0.400982,0.47996555,0.5715038,0.82245863,1.1921411,1.35326173,1.2601341,1.395948575,1.41682105,1.56782385
PF3D7_1022700,1.888,1.87366305,0.67408166,1.35735889,0.74283606,0.61894065,0.578,0.61812005,0.77956672,0.43778147,0.411,0.30847132,0.30328729,0.284,0.320729239,0.13550203,0.137005,0.357,0.182898989,0.2,0.1068273,0.1075641,0.12088944,0.1415469,0.17705067,0.247,0.23631243,0.49753642,0.513,1.01257288,1.69769488,2.32278791,2.61523218,2.80327511,2.67591721,2.288975,4.19559305,3.20734148,1.96301599,2.30053805,1.8391994,1.87678621,1.9048406,1.50024361,1.8429374,1.4149624
PF3D7_1022800,0.453,0.44633165,0.36303153,0.33269843,0.29469889,0.24351763,0.16,0.24511657,0.15357075,0.16956324,0.209,0.10454468,0.18368103,0.308,0.242440982,0.20325305,0.34744468,0.431,0.65140416,0.709,0.91685686,1.19349386,1.76733143,1.6569784,1.58853787,1.86,1.91379776,2.09951401,2.256,1.63245417,1.58889239,1.22884036,1.48315117,1.22926095,1.21766513,0.92749268,0.59264224,0.79854789,0.51293178,0.62303522,0.6021405,0.53471944,0.4742008,0.56961121,0.5110878,0.4023267
PF3D7_1023000,3.401,2.57454313,1.50243077,2.33394902,1.28352328,1.05270641,0.902,0.76732143,1.03725325,0.48094302,0.525,0.45044558,0.4015353,0.373,0.506769016,0.24880977,0.31456348,0.509,0.390678,0.366,0.35485241,0.26750725,0.3337992,0.3494689,0.35983909,0.433,0.37277454,0.42850882,0.553,0.67479786,1.07864593,1.39087623,1.39754766,1.49105788,1.23534092,1.11152625,2.20441971,1.94137989,2.12679028,4.07449395,3.4416702,3.22148731,2.635087,2.11684486,3.1835988,1.6604498
PF3D7_1023200,0.622,0.70669175,1.08993296,1.22706265,1.25916802,1.39642136,1.33,1.64239936,2.21115845,2.27214738,2.142,1.96957008,2.16857533,1.659,1.913431859,1.50453983,1.50486295,1.539,1.51665311,1.662,1.60612513,1.20471791,1.56524761,1.245488322,1.07869755,1.166,1.04093962,0.92156293,0.913,0.75679673,0.62280077,0.48693007,0.39627643,0.32967032,0.31325418,0.35524893,0.30744133,0.39688308,0.25817186,0.33106894,0.5912146,0.46359913,0.6521697,0.88593453,0.9202099,0.7364624
PF3D7_1023300,0.865,0.72063965,0.54664333,0.40986421,0.32270744,0.29425046,0.211,0.2995869,0.21994454,0.24663743,0.388,0.1910199,0.43428463,0.467,0.680181696,0.52799068,0.72777053,1.541,1.55777716,1.684,1.52252124,1.57324192,2.33930082,1.8561038,1.99182002,2.111,1.76818275,1.84222947,1.938,1.35711855,1.5635677,1.11286554,1.2099897,1.04934277,0.96333023,0.7416279,0.71561876,0.66585504,0.62780118,0.57611208,0.8024494,0.56896259,0.4845345,0.56617289,0.586618,0.7216876
PF3D7_1023600,0.574,0.55791455,0.521826381,0.52118536,0.521203,0.40586271,0.219,0.54944002,0.62339312,0.57651504,0.334,0.51885136,0.5054788,0.346,0.5143453,0.35744502,0.46581701,0.793,0.69993049,0.837,0.65954241,0.75856073,1.4669122,1.4282642,1.89099939,1.573,1.69163083,2.22770798,2.423,1.41504435,1.80086972,1.46079021,1.61876996,1.68929103,1.46414416,1.03644785,0.77056571,0.9025504,0.59254427,0.57089839,0.5268729,0.62032723,0.4960164,0.652817978,0.4846522,0.6887287
PF3D7_1023600,1.304,0.81362539,1.13604557,0.87412396,1.1605291,0.99436364,0.977,1.01362214,1.47193661,0.99425715,0.83,1.48943901,1.04940249,0.862,1.0758319,1.06999885,0.84833495,1.066,0.79122577,0.671,0.9623746,0.86425418,0.47002538,0.7301261,0.69098939,0.703,0.68813514,0.71806606,0.76,0.94110607,1.40130174,1.19182713,1.213837,1.62357245,1.34139566,1.41824893,2.20965284,1.7046846,1.78445666,1.92515281,1.38031,1.29465324,1.0574793,0.8309218,1.0297287,1.2081165
PF3D7_1023800,2.445,1.60749134,1.4160745,1.02213054,1.03388161,0.82187201,0.504,0.70456214,0.42817606,0.41311772,0.691,0.40785332,0.50832658,0.507777778,0.534548707,0.21727051,0.21591988,0.639,0.29444785,0.476,0.425637106,0.484599651,0.58730618,0.5653879,0.68525166,0.79,0.91612665,0.76378562,0.995,0.61837665,0.79069437,0.94342696,1.34560861,1.59663862,1.33353974,1.28915071,1.92052722,1.73576584,1.72645329,3.26246279,2.6744267,3.60342973,2.0621421,2.75980638,3.1042921,1.491109
PF3D7_1023900,1.203666667,1.257632377,1.099434983,1.076526077,0.886126257,0.798619457,0.721,0.861263033,0.629900343,0.95058181,0.776666667,0.733963863,1.159990837,0.688,0.902699836,0.789649793,1.121614283,1.011333333,0.86141071,0.957666667,0.71187233,0.973377193,1.06755602,0.999358433,1.079790477,1.024666667,1.12498027,1.077248473,1.092666667,1.165286383,0.664070727,0.821968647,0.970171923,1.215973563,1.232394933,1.220786667,1.095014447,1.411007057,1.172198847,1.547595163,1.564027633,1.371480783,1.5806694,1.447905057,1.498435633,1.3774574
PF3D7_1024000,0.737,0.69623085,0.4678328,0.47690991,0.44083055,0.41093601,0.299,0.4582614,0.38392685,0.51331418,0.414,0.59629187,0.81019,0.612,0.727322995,0.88543574,1.17166677,1.29,1.32337029,1.387,1.84671884,1.69764215,1.81695018,1.6497811,1.69427642,1.677,1.92295084,1.50605611,1.361,1.19236858,1.17900689,0.8619978,0.89450749,0.88558502,0.72372514,0.63908183,0.7234683,0.624015,0.79612469,1.16525837,1.227347,1.13660808,0.963328,1.06014159,1.1140707,0.9058032
PF3D7_1024100,0.613,0.49398686,0.54412808,0.32637334,0.36045815,0.3323001,0.475,0.35050485,0.2628923,0.3082968,0.46,0.33041282,0.63505228,0.668,0.930198961,0.51514138,0.88121618,1.476,1.53474773,1.54,1.61355661,1.83607248,2.21119414,1.9360737,1.54181623,1.992,1.91130148,1.81354263,1.722,1.20967109,0.87979994,0.83485474,0.80120939,0.68304244,0.76398666,0.92840831,0.593950494,0.62760125,0.70172704,0.68690288,0.8425111,0.62691248,0.8416203,0.96959977,0.8534915,0.5512103
PF3D7_1024300,0.401,0.42192289,0.27416006,0.26059268,0.23259292,0.2168829,0.122,0.1681476,0.16788665,0.15106543,0.11,0.13681155,0.2320931,0.245,0.491616449,0.33525073,0.55021205,0.775,0.86853888,1.38,1.35252642,1.66490517,2.0253491,1.8704983,1.89837655,2.374,2.01780851,1.99193846,2.188,1.65878396,1.54199478,1.01087337,1.20037135,1.01486744,0.8356718,0.71049786,0.57563484,0.55826629,0.43445662,0.53049235,0.4673873,0.39379585,0.3823459,0.4538552,0.5110878,0.3818694
PF3D7_1024400,1.036,0.92753293,1.17880448,0.63630157,0.74283606,0.76352924,0.789,0.79218836,0.62209165,0.62892546,0.744,0.54337418,0.7418436,0.469,1.07078101,0.40884234,0.69927353,0.903,0.58725071,0.574,0.53227862,0.87080153,1.02124509,1.1851554,1.37460172,1.426,1.15992793,1.67996975,1.826,1.32025666,1.62734847,1.52905908,1.70725888,1.2497306,1.38951298,1.08772089,0.58348442,0.9049413,0.81204718,0.80030052,0.9505565,1.16558304,1.0414047,1.58047046,1.7069829,1.4899725
PF3D7_1024500,0.487,0.4486563,0.53742079,0.31372322,0.28617454,0.35005659,0.341,0.20840829,0.20693007,0.18960254,0.256,0.1187421,0.22070202,0.33,0.470571244,0.23479233,0.29593081,0.643,0.71638007,0.775,0.67812111,1.12989067,1.66268093,1.5266273,1.64755478,1.903,1.92544691,1.75796195,1.851,2.06351229,2.11695989,1.34892787,1.53797574,1.33699637,1.20097137,0.7416279,0.61880744,0.6096698,0.44696716,0.62564207,0.7514617,0.55052399,0.6625033,0.41832615,0.4103809,0.35232
PF3D7_1024600,0.454,0.45446791,0.35380901,0.24541253,0.17901131,0.24859091,0.255,0.29011382,0.18740836,0.27284267,0.154,0.35235428,0.42574131,0.284,0.633040346,0.58756489,0.78147652,1.366,1.33570748,1.434,1.55131807,1.9380245,2.52604796,1.9400723,2.04345977,2.128,1.73656339,1.74541154,1.843,1.00505006,1.20526957,0.968925,1.13881384,0.7616893,0.80130219,0.68028334,0.43172615,0.77703012,0.79271277,0.87198869,1.1253715,0.86398023,1.2170771,2.00223493,2.0179158,1.0796902
PF3D7_1024700,0.369,0.48120131,0.66318232,0.3301684,0.29348112,0.4413757,0.281,0.25695794,0.152847719,0.17264621,0.427,0.09938197,0.22639755,0.494,0.551384871,0.45206282,0.54144375,0.847,0.96723648,1.125,1.48164816,1.73973241,1.38661987,2.4374857,2.44920078,1.966,2.37310927,2.03855452,1.938,1.22020301,1.51198023,0.91875148,1.13592831,0.97823742,0.94270846,0.5878088,0.49844746,0.49490844,0.53909016,0.60218052,0.5827166,0.54393874,0.5166837,0.72089628,0.5060525,0.3636851
PF3D7_1024800,1.958,2.04801132,1.99876949,2.27069828,2.18223316,2.02170365,1.967,2.33393595,2.35171478,2.9519418,2.017,2.45486379,2.84492027,1.556,1.837669121,1.29310994,1.15632214,1.253,0.95407677,0.737,0.73757283,0.68841024,0.82276992,0.6653504,0.60984119,0.682,0.63987413,0.59614725,0.597,0.46114946,0.38268482,0.37835783,0.36165032,0.39862099,0.4252008,0.39095692,0.38986179,0.63836013,0.80408597,0.93846316,1.3086844,1.32099416,1.7245753,2.42285338,2.3515076,2.1298309
PF3D7_1024900,0.506,0.56372619,0.48460099,0.45919973,0.42865293,0.34751994,0.345,0.51865244,0.39563988,0.49019189,0.708,0.49820056,0.61084622,0.597,1.047210361,0.66816524,0.99082014,1.299,1.52158802,1.553,1.2930747,1.78743475,2.42049536,1.8672995,1.94181952,2.006,1.81644381,1.62169977,1.722,1.22321219,0.87417218,0.84554747,0.84353015,0.6582633,0.77871647,0.65190009,0.53507876,0.45904551,0.40602359,0.50181707,0.5875726,0.53471944,0.5189801,0.67734453,0.5979476,0.4500603
PF3D7_1025000,2.035333333,2.305271937,2.10971904,2.308648787,1.924473063,1.57779127,1.696666667,1.78173295,1.62941161,1.92993799,1.460666667,1.299279493,1.460430367,0.976666667,0.899332627,0.730464973,0.71936758,0.841333333,0.618504953,0.517333333,0.4421721,0.461434417,0.42401519,0.392919267,0.404648193,0.421666667,0.4146562,0.51158097,0.580666667,0.74400789,0.80320042,1.017727673,1.146187877,1.446527303,1.68312742,1.592211013,1.702047587,2.17169967,1.4929234,1.90212567,1.620680633,1.627426193,1.944644333,1.636629383,2.201705967,1.9316984
PF3D7_1025100,1.253,1.34829348,1.37163879,1.57114613,1.02657505,1.16051374,1.006,1.18532219,1.13876613,1.17306929,1.112,0.8363574,0.8785364,0.735,0.738266471,0.51046888,0.67296858,0.508,0.54036936,0.635,0.63167445,0.59768226,0.76683602,0.7509183,0.8737778,1.154,1.09419314,1.35096821,1.457,1.22471674,1.3712873,1.16221651,1.20518053,1.26265894,1.25105276,0.90734969,1.02436835,1.05915184,0.66760744,0.8758989,0.9845483,0.94168571,1.0574793,1.146099,1.3608028,1.0444582
PF3D7_1025300,0.54,0.50328542,0.46364071,0.49082506,0.4091687,0.205468,0.281,0.31616483,0.29152414,0.48248448,0.455,0.49432851,0.6663777,0.575,0.727322995,0.94617801,0.95245878,0.876,1.30445325,1.073,1.72224176,1.636845,2.1444344,1.6785703,1.5131274,1.37,1.66833253,1.62528557,1.849,1.40451235,1.52604951,1.33741268,1.33887567,1.08489545,1.22453902,1.16920838,1.05053355,0.86190577,0.79498738,0.51615471,0.5487248,0.68749647,0.4558299,0.68880551,0.4607343,1.033093
PF3D7_1025500,0.459,0.52072027,0.42423545,0.42124933,0.50293652,0.48703527,0.349,0.46536624,0.33186898,0.46706966,0.435,0.28136714,0.45849064,0.399,0.298842186,0.2441373,0.41539917,0.456,0.50829262,0.68,0.61030899,0.83806467,1.37669618,1.7353491,1.93690141,1.509,1.92794319,2.04482973,2.03,1.44739251,1.30563054,0.99277803,1.47641823,1.09243702,1.17347571,1.05842206,0.73262616,0.71247689,0.5743471,0.5330992,0.6604122,0.62822951,0.667096,0.61774733,0.6457834,0.530753
PF3D7_1025500,1.131,1.44011691,1.36073945,1.40416445,2.09942511,1.37739656,1.167,1.82594086,0.74442772,1.80199484,1.199,1.24937339,1.66309649,1.017,0.791300458,1.01626528,1.23414109,0.973,1.06099917,1.039,1.02182632,1.22623073,0.93373557,1.2467323,1.1664032,1.121,1.1624241,1.23532465,1.267,0.70639374,0.72034791,0.6769315,0.73676635,0.92113769,0.95449234,0.6427442,0.6973031,0.79735247,0.50269588,0.78987313,0.7696716,1.18270462,0.8485095,1.2205955,1.3419202,0.7228242
PF3D7_1025600,0.69,1.01122015,0.79397429,1.0284556,0.99734872,0.91953276,0.596,0.96270422,0.56092365,0.84627475,0.719,0.72148734,0.95115449,0.59,0.872114135,0.7908179,0.85491117,1.007,1.08896352,1.161,0.97445074,1.32163541,1.64283334,1.7473445,1.65985005,1.738,1.62922434,1.95787302,1.37,1.07275556,1.30187877,0.76740838,0.81371327,0.95669036,0.86120345,0.72331612,0.6672131,0.74355806,0.68580455,0.80160393,0.7708855,0.87583362,0.7440245,0.90656432,0.8056557,0.9671751
PF3D7_1025700,0.496,0.46260416,0.32781831,0.38582897,0.23502846,0.25873748,0.125,0.19893518,0.11713023,0.14644098,0.22,0.09938197,0.18937657,0.265,0.436898866,0.38080745,0.6006299,0.895,1.08485112,1.553,1.70552096,1.55359975,2.10113064,2.1775831,2.10739479,2.884,2.09602468,1.99821388,1.976,1.38720984,1.35252826,1.05282174,1.07629444,0.76492132,0.72961706,0.53653576,0.59395049,0.66944136,0.42649538,0.60478733,0.5900006,0.36086977,0.524721,0.59138705,0.455699,0.2761734
PF3D7_1026000,0.624,0.76132088,1.00525359,0.88803915,1.16174685,1.44461769,1.225,2.00948222,1.75565197,2.9396099,2.505,2.46002657,3.47427704,2.68,2.297296838,2.49977906,2.48691482,2.483,2.10225888,1.748,1.57639933,1.58165993,0.84171531,1.3147068,1.04591042,0.944,1.04177165,0.85701765,0.515,0.77485147,0.64155987,0.60208244,0.56267404,0.52898081,0.54500335,0.45504824,0.37416266,0.33830696,0.2877422,0.34540655,0.4953091,0.51891493,0.6567624,0.26245667,0.5929122,0.5773501
PF3D7_1026100,0.893,0.96298378,1.389245375,1.015172945,1.134347185,1.111049215,1.115,1.630557995,1.66715363,2.000075515,2.2955,1.219042495,1.65241737,1.256,1.44538606,1.149431095,1.47800995,1.8095,1.825083205,2.1645,1.046443035,1.432005555,1.5241993,1.33669855,1.369273805,1.507,1.05258878,1.10085532,1.091,0.788016455,0.94592558,0.886673305,0.779568075,0.87858216,0.874460325,0.653731245,0.582830255,0.7094883,0.454928405,0.474445235,1.09927065,0.880443215,0.92314155,1.21601103,1.44451555,0.88250465
PF3D7_1026200,0.581,0.36031982,0.7369624,0.36938379,0.41038648,0.554538126,0.407,0.52102072,0.30063427,0.72912192,2.052,0.46077097,1.11490116,0.897,1.500945441,1.45197444,1.73612735,1.82,2.17710462,2.565,2.95214905,3.23159963,3.61766181,2.3615142,1.95411479,2.745,1.74155594,1.237117567,1.348,0.73197135,0.70627863,0.556844,0.4703378,0.39646627,0.46448031,0.33327475,0.31659916,0.32157093,0.18083403,0.39754341,0.2937863,0.46228211,0.4684599,0.97418418,0.6055006,0.852387
PF3D7_1026600,3.119,2.63265945,1.51919895,1.56608614,1.00343754,0.88401977,0.763,0.85613176,0.6429148,0.61196917,0.463,0.48400312,0.5168699,0.231,0.193616074,0.144847,0.13810104,0.218,0.0945852,0.11,0.08824863,0.12627091,0.090216,0.1063601,0.10819763,0.11,0.09568989,0.07799219,0.145,0.35282074,0.42583066,0.78632623,1.13400466,1.57401416,1.64777584,1.7121533,2.14947283,3.51337158,4.06819711,6.3593913,4.2307655,4.60174819,4.3814778,2.87212414,3.173528,2.200295
PF3D7_1026800,0.952,0.96821423,1.09412501,1.33964879,1.46131686,1.4471543,1.394,2.06632082,2.40637547,2.67293321,2.092,2.49616547,3.07274166,1.856,2.202172291,2.03953933,1.95423931,1.643,1.45249971,1.641,1.81885076,1.15608019,1.35684859,1.0020241,1.04754976,0.836,0.86120898,0.73689179,0.715,0.56195539,0.55151636,0.37835783,0.34818462,0.28334411,0.28870447,0.24995607,0.22371264,0.24267249,0.26158383,0.35713734,0.4115436,0.46491616,0.623465,1.01658984,1.0246933,1.0217279
PF3D7_1027000,0.737,0.77178178,1.19473421,0.74256265,0.88531443,1.23661301,0.966,1.39846697,1.52009007,1.52144469,1.642,1.76177139,1.83681031,1.721,1.234091961,1.58280398,1.50376686,1.538,1.81274592,1.862,1.36553154,1.62749161,1.27475207,1.5970009,1.64345649,1.454,0.98435771,1.07396143,1.059,0.70188006,0.72785155,0.53792611,0.58960544,0.48588666,0.57446296,0.58414643,0.72739311,0.42676886,0.44128056,0.53831286,0.7296098,0.66905787,0.5683521,0.61660125,0.6067594,0.570531
PF3D7_1027100,1.512,1.97246047,2.04068995,1.95444503,2.42091487,2.21068354,1.401,1.55595734,1.21815438,1.76499915,1.571,1.97473271,2.52739407,1.365,1.796420459,1.52556602,1.63200352,1.501,1.1950634,1.344,0.90478072,1.19817056,1.16829716,0.9092589,0.80656416,0.718,0.72141855,0.60690476,0.59,0.43858099,0.30671062,0.49515523,0.32317689,0.31889679,0.43502067,0.49991214,0.3950948,0.43752774,0.47767481,0.51485131,0.9894043,1.21563066,1.2354481,1.48878263,1.5143808,1.2683519
PF3D7_1027200,0.863,1.24949621,1.3137885,1.54584589,1.20558637,1.20363663,1.212,1.23387186,1.43679745,1.62009968,2.017,1.31519789,1.45948107,1.415,1.555663074,1.168121,1.1387856,1.765,1.65318479,1.873,1.3432371,1.37307917,1.76101634,1.1827563,1.13853418,1.371,1.1291407,0.90273721,0.849,0.67028413,0.58997244,0.50749298,0.43667354,0.45679809,0.45466044,0.39828165,0.65936355,0.43513688,0.33096042,0.38841947,0.6713381,0.74808045,0.7865074,0.93980117,1.1191061,1.1058301
PF3D7_1027300,1.297,1.62376378,1.53932073,0.92598951,1.39068644,1.25183281,0.729,1.17348075,0.39173555,1.00813051,0.477,0.51885136,0.67064934,0.292,0.120378693,0.19390808,0.17646244,0.15,0.1274844,0.153,0.10961409,0.27966666,0.22373568,0.3974509,0.67869422,0.478,0.89116409,1.38413735,1.178,1.09156261,1.7680414,1.96828309,3.04324914,2.98103847,3.51846295,2.94362177,1.75830276,2.28446866,1.27721151,1.45201095,1.4774295,1.7911785,1.2515228,0.88478844,1.3834618,0.9660386
PF3D7_1027400,1.113,1.07631017,1.30205071,1.66855215,1.31518517,1.50930206,1.56,1.56187803,2.82804446,2.14574567,2.041,1.98634887,2.06036019,1.674,1.762748131,1.59798956,1.46540549,1.753,1.51583068,1.591,1.56803887,1.19442913,1.17100366,1.0771959,1.03361525,1.072,0.96438771,0.86418936,0.667,0.72595308,0.76349375,0.54615127,0.49149817,0.41047189,0.44680455,0.35708009,0.34407266,0.38373336,0.26954508,0.46271444,0.513519,0.57027962,0.7784701,0.68078279,1.0171403,0.9637656
PF3D7_1027500,0.708,0.72877586,0.77469086,0.74256265,0.76719131,0.93728925,1.086,1.37952072,1.4250845,1.61085071,1.405,1.74112055,1.5036215,1.231,2.072533668,1.38071907,1.28455894,1.704,1.63180029,1.957,1.68136868,1.67519395,1.41368475,1.6065974,1.33279809,1.238,0.85954483,0.96548959,0.666,0.47995656,0.78037691,0.69255932,0.66270501,0.56668823,0.67266178,0.48251594,0.3322983,0.51283989,0.52657962,0.27111157,0.5887866,0.69803275,0.8714732,1.06472599,1.0951882,1.2285738
PF3D7_1027800,0.918,0.97635045,1.10753959,1.33964879,1.23359495,1.2480279,1.472,1.78686418,2.14478466,2.3615534,2.063,2.27029725,2.24119342,1.846,2.285511363,1.78956131,1.69995804,1.846,1.53968254,1.504,1.32930312,1.3132174,1.17551446,1.0196175,0.90820436,1.166,0.95689888,0.76288917,0.825,0.73573276,0.81601911,0.54779633,0.52516246,0.44386985,0.4821561,0.40194402,0.36369655,0.33830696,0.34005897,0.34931684,0.4710293,0.52418312,0.5901676,0.50199135,0.6961368,0.7273702
PF3D7_1027900,1.278,2.10728974,1.81934976,2.1935325,2.40264843,2.01409382,1.422,1.92422425,1.57605227,2.28447928,1.283,1.55655401,1.69726977,1.19,1.634793104,1.13424551,1.49061442,1.487,2.05044267,1.01,0.81931893,0.94843481,1.28557796,0.7661126,0.72377657,1.076,0.77883249,1.22098123,0.964,0.58377163,0.73535513,0.5708268,0.57325427,0.68088776,0.64222014,0.39095692,0.44611699,0.63836013,0.64258636,0.61391127,0.9481286,1.15504668,1.1137405,0.96616145,1.1581301,1.0899188
PF3D7_1028000,0.462,0.65322494,0.87278482,0.94369969,1.17392448,1.56891306,1.121,1.69923796,1.94436176,2.60973235,2.773,2.41872489,3.02432972,2.754,2.814167432,2.06290172,2.22057707,2.694,2.03975042,2.065,1.69623163,1.26083837,1.41278255,1.071598,0.97459834,0.817,0.75636616,0.61586937,0.539,0.28661983,0.28232385,0.26731802,0.19044353,0.21978021,0.2779026,0.18494919,0.1072774,0.31918006,0.12396799,0.16553447,0.342346,0.32662666,0.5672039,1.17245928,0.8837036,0.9751307
PF3D7_1028100,1.044,0.89847491,1.40769041,1.2346527,1.3407581,1.23153971,1.3,1.57135115,1.73092457,1.74341847,1.684,1.91536166,2.00198093,1.792,2.07169192,1.63303316,1.83805913,1.715,1.82343817,1.746,1.65535856,1.50870345,1.58870379,1.0675995,1.07541888,1.251,0.81294802,0.78619715,0.791,0.41300339,0.51587416,0.43017639,0.56748321,0.55806938,0.71685126,0.55576312,0.54162006,0.64433728,0.59936818,0.69472338,0.696832,0.65325332,0.9219933,1.10254725,1.335626,1.0478677
PF3D7_1028200,0.578,0.499217295,0.424654655,0.53510049,0.24842385,0.204833845,0.182,0.16755553,0.229705395,0.12100649,0.1435,0.116806085,0.108927125,0.148,0.167519986,0.089361255,0.11124806,0.2935,0.280054435,0.4175,0.549928315,0.555124305,0.94320829,1.0372109,1.152878545,1.4435,1.506075665,1.88122552,2.175,2.309884965,3.08633439,2.600387475,2.112672835,1.76416716,1.479855885,1.137162815,0.97072964,0.9168956,0.63633111,0.70710588,0.6112455,0.56632848,0.574093,0.67906366,0.6841779,0.5426864
PF3D7_1028400,1.498,1.54007671,2.09518665,1.84185889,1.85952557,2.20814693,1.677,2.08526706,2.15649761,2.33997272,1.997,1.90632697,2.58150164,1.668,1.821674705,1.60616637,1.62213922,1.713,1.27813394,1.587,1.18160273,1.4881259,1.20618793,1.0364112,0.90410597,0.972,0.89532452,0.57014981,0.602,0.48447025,0.36955348,0.3775353,0.38377255,0.34475327,0.38690327,0.34243067,0.27996786,0.40046939,0.43331931,0.61000102,0.855865,0.81656667,1.0345156,1.3741727,1.2676488,1.2035705
PF3D7_1028500,2.057,1.8248456,1.93253511,1.72168262,1.45035691,1.74140477,1.447,1.74660358,1.53440604,1.98080689,1.503,1.39392906,1.42103627,1.189,1.206312271,0.83871087,1.02808555,1.123,1.17943633,0.964,0.9623746,1.03916269,1.18273175,0.8540796,0.8041051,0.849,0.89033206,0.70192974,0.716,0.72896221,0.66688461,0.630048,0.81178957,0.78215902,0.7276531,0.81579067,0.75879136,0.76627124,1.02472625,1.32166897,1.5514831,1.5751834,1.4283433,1.23434865,1.2840137,1.169475
PF3D7_1028600,1.402,1.12396538,1.12682302,0.65654174,0.76962688,0.65064869,0.388,0.47128693,0.36961096,0.35454133,0.48,0.24135623,0.19222435,0.524,0.356927012,0.11564398,0.12823668,0.286,0.25743623,0.366,0.4811873,0.64819064,0.7280431,1.143571,1.10410762,1.099,1.29888624,1.50157381,1.388,1.7483056,2.21544498,1.86217844,2.18529146,2.2355096,1.99441753,1.6398217,1.17351014,1.31856045,1.13390901,1.36077156,1.550269,1.71610699,1.0081073,0.67046789,0.733902,0.671681
PF3D7_1028700,3.397,2.58965333,1.43200423,1.77734323,0.9705579,0.89797127,0.748,0.86086832,0.73922192,0.59347133,0.452,0.35880765,0.34885159,0.195,0.134689437,0.12148459,0.09206736,0.13,0.08471544,0.1,0.07988824,0.13001226,0.15517153,0.2015244,0.23196915,0.249,0.25378624,0.32541571,0.432,0.63492684,0.8835517,1.25762853,1.78035839,2.73109248,1.81765974,1.81653053,3.09796209,3.67714573,4.39119645,7.58721377,4.314531,4.44106897,3.1437332,2.16268877,2.3502487,1.7866032
PF3D7_1028800,1.06,0.87987779,0.7889438,0.64389162,0.46883913,0.45152228,0.33,0.33274276,0.32666318,0.21426627,0.222,0.154881,0.17513774,0.175,0.170045424,0.16236882,0.21372779,0.322,0.33392687,0.582,0.63353229,0.64912597,1.03748398,1.0132199,1.13853418,1.503,1.36628518,1.52757124,1.859,1.68210483,2.17042314,2.02668188,2.13912324,2.02973488,1.82256968,1.50797669,1.58692067,1.54688775,1.00425446,1.41421183,1.0780258,1.20377727,1.0620721,1.00283663,1.0586819,0.7682848
PF3D7_1029200,1.313,1.66909438,1.97613246,2.75899335,2.69004081,3.43207674,2.353,3.17230558,2.52480725,3.03518197,2.487,2.37226073,2.95598315,2.026,1.856188781,1.44146128,1.78873725,1.4,1.68279408,1.502,1.21225752,1.0840591,1.03116889,0.8892664,0.71476007,0.635,0.52255003,0.34155203,0.347,0.24223512,0.16789359,0.23523987,0.17986334,0.14759749,0.2052355,0.23805339,0.23548699,0.23669534,0.24452402,0.43012895,0.6361323,0.70988614,1.0586275,1.30196851,1.4816512,1.462696
PF3D7_1029300,0.375,0.35450822,0.4678328,0.33522843,0.27034361,0.3196169,0.18,0.18946208,0.19001126,0.23584705,0.237,0.27233242,0.57097747,0.498,0.907470059,0.85506456,1.43471638,1.635,1.97559692,2.395,2.03250537,2.12135101,2.9275091,2.108809,2.08116501,2.307,2.31236703,1.68445205,1.36,1.16152497,0.63499417,0.51818571,0.51650593,0.52359405,0.56857105,0.457795,0.3584635,0.46263179,0.29115419,0.30760736,0.3666259,0.42803896,0.3352703,0.41030345,0.409122,0.3364087
PF3D7_1029400,0.9,0.8612806,1.22659388,1.13345168,1.75358023,1.70589178,1.159,1.38307316,1.42768736,1.30409549,1.144,1.46878816,0.94688289,1.113,1.197052441,1.07700755,1.04781421,0.967,1.25016958,1.08,1.30886663,1.19910583,0.78217271,1.1883542,0.8467284,0.807,0.81710845,0.67324295,0.636,0.73648504,1.05988689,0.83074216,0.96856882,1.077354,1.08706071,0.82769335,0.92101574,0.80930677,0.47198821,0.5656847,0.7150419,0.87319949,0.7199126,0.46531618,0.6080183,0.5773501
